id,original_text,text_final,ulasan_cleaned,decision,Label,confidence,suspicion_score
512,"bahannya adem,ga tebal ga jg terawang.enak makenya..karet nya jg bagus","bahannya adem,ga tebal ga jg terawang.enak makenya..karet nya jg bagus",bahannya adem,Real,Fake,1.0,0.0
513,alhamdulillah paket ny sudah sampai..tpi ini ini trening y 😁 tpi gpp bahan ny lembut di pegang ny semoga awet ga gampang bolong/ sobek trima kasih buat smua,alhamdulillah paket ny sudah sampai..tpi ini ini trening y 😁 tpi gpp bahan ny lembut di pegang ny semoga awet ga gampang bolong/ sobek trima kasih buat smua,alhamdulillah paket ny sudah sampai..tpi ini ini trening y tpi gpp bahan ny lembut di pegang ny semoga awet ga gampang bolong/ sobek trima kasih buat smua,Fake,Real,0.814,4.28
515,"orderan dah smp, respon penjual cepat.. pengiriman juga cepat.. bahan lumayan baguslah, sayangnya dipake sama suami aku cungklang/ngatung tinggi suami aku 173, malah muat...","orderan dah smp, respon penjual cepat.. pengiriman juga cepat.. bahan lumayan baguslah, sayangnya dipake sama suami aku cungklang/ngatung tinggi suami aku 173, malah muat...",orderan dah smp,Real,Fake,1.0,0.0
516,"bagusss, bahannya lembut.","bagusss, bahannya lembut.",bagusss,Real,Fake,0.9,1.0
517,"lembut, pas, nyaman di pakai, pengiriman cepat, tidak ada cacat sama sekali pokoknya besss🥰","lembut, pas, nyaman di pakai, pengiriman cepat, tidak ada cacat sama sekali pokoknya besss🥰",lembut,Real,Fake,1.0,0.0
535,"paketku sdh dtg, suka dan sellernya amanah bentuk dan ukuran: sesuai","paketku sdh dtg, suka dan sellernya amanah bentuk dan ukuran: sesuai",paketku sdh dtg,Real,Fake,1.0,0.0
536,"barang datang, bagus tebal kainya, cuma warnanya hitam navy, yg datang navi abu""..🙆","barang datang, bagus tebal kainya, cuma warnanya hitam navy, yg datang navi abu""..🙆",barang datang,Real,Fake,1.0,0.0
544,woooowwww bagus banget dengan harga semurah ini dan beneran dapat 2 pcs dong.. buat yang mau beli ayo di co jangan ragu,woooowwww bagus banget dengan harga semurah ini dan beneran dapat 2 pcs dong.. buat yang mau beli ayo di co jangan ragu,woooowwww bagus banget dengan harga semurah ini dan beneran dapat 2 pcs dong.. buat yang mau beli ayo di co jangan ragu,Fake,Real,0.897,5.95
547,"barang bagus,cocok untuk bb 65 pas tidak kebesaran atau kekecilan kain lumayan halus cocok untuk olahraga atau kegiatan lapngan. dan harga sangat murah meriah tp kualitas...","barang bagus,cocok untuk bb 65 pas tidak kebesaran atau kekecilan kain lumayan halus cocok untuk olahraga atau kegiatan lapngan. dan harga sangat murah meriah tp kualitas...",barang bagus,Real,Fake,1.0,0.0
553,"bahan halus,tebal,sesuai pesanan semoga tetep amanah","bahan halus,tebal,sesuai pesanan semoga tetep amanah",bahan halus,Real,Fake,1.0,0.0
558,"trusted and recommended seller, service excellent and good quality as described","trusted and recommended seller, service excellent and good quality as described",trusted and recommended seller,Real,Fake,1.0,0.0
560,"mantap celana jogernya,pas banget ukuran nya, nyaman di pakai, terimakasih 🙏 jangan ragu beli di toko ini,amanah dan respon baik, semoga laris manis dan sukses terus 🤲","mantap celana jogernya,pas banget ukuran nya, nyaman di pakai, terimakasih 🙏 jangan ragu beli di toko ini,amanah dan respon baik, semoga laris manis dan sukses terus 🤲",mantap celana jogernya,Real,Fake,1.0,0.0
566,"barang cepat sampai, bahan tebel, dan bagus","barang cepat sampai, bahan tebel, dan bagus",barang cepat sampai,Real,Fake,1.0,0.0
569,"bagus ,nyaman ,dgn hrga segitu lumayan buat suami mancing,kecehan,kotor2an , ad lesliting.nya juga di kantong jdi aman buat nyimpan hp dompet / uang ngak jatuh 👍","bagus ,nyaman ,dgn hrga segitu lumayan buat suami mancing,kecehan,kotor2an , ad lesliting.nya juga di kantong jdi aman buat nyimpan hp dompet / uang ngak jatuh 👍",bagus,Real,Fake,1.0,0.0
573,"bagus, bahannya lumayan tebal, harga murah meriah... hanya saja pesannya hitam navy, yang dateng hitam abu tua... it's ok.... semoga lancar jaya","bagus, bahannya lumayan tebal, harga murah meriah... hanya saja pesannya hitam navy, yang dateng hitam abu tua... it's ok.... semoga lancar jaya",bagus,Real,Fake,1.0,0.0
577,"baguuus, rekomended, bahan tidak tipis, jangan ragu beli di toko ini ya guys yaaa","baguuus, rekomended, bahan tidak tipis, jangan ragu beli di toko ini ya guys yaaa",baguuus,Real,Fake,1.0,0.0
586,bentuk dan ukuran: pas bahan: lumayan sesuai harga warna: bagus karakteristik: anget jahitan rapi semoga awet,bentuk dan ukuran: pas bahan: lumayan sesuai harga warna: bagus karakteristik: anget jahitan rapi semoga awet,bentuk dan ukuran: pas bahan: lumayan sesuai harga warna: bagus karakteristik: anget jahitan rapi semoga awet,Fake,Real,0.812,4.24
604,ukuran ngepas....kalau dipakai jongkok kurang nyaman agak kurang panjang sedikit....bahan agak tipis dan sesuai harga. tali nya seperti tali sepatu....semoga awet,ukuran ngepas....kalau dipakai jongkok kurang nyaman agak kurang panjang sedikit....bahan agak tipis dan sesuai harga. tali nya seperti tali sepatu....semoga awet,ukuran ngepas....kalau dipakai jongkok kurang nyaman agak kurang panjang sedikit....bahan agak tipis dan sesuai harga. tali nya seperti tali sepatu....semoga awet,Fake,Real,0.8,4.0
618,"pesenan sesuai, tpi yg abu abu kekecilan","pesenan sesuai, tpi yg abu abu kekecilan",pesenan sesuai,Real,Fake,1.0,0.0
629,"barang nya halus lmbut,, semoga awet,, terimakasih banyak bosku n si abang kurir nya jga","barang nya halus lmbut,, semoga awet,, terimakasih banyak bosku n si abang kurir nya jga",barang nya halus lmbut,Fake,Real,0.809,4.17
634,kurir ramah dan baik . produk sangat bagus,kurir ramah dan baik . produk sangat bagus,kurir ramah dan baik . produk sangat bagus,Fake,Real,0.753,3.06
642,"psket sfh ssmpet, bahannya lembut, mskasih ya kak","psket sfh ssmpet, bahannya lembut, mskasih ya kak",psket sfh ssmpet,Real,Fake,1.0,0.0
644,"mohon maaf ,barang tidak sesuai ekspektasi","mohon maaf ,barang tidak sesuai ekspektasi",mohon maaf,Real,Fake,1.0,0.0
646,"barang bagus, sesuai pesanan... pengiriman jg cepat..👍","barang bagus, sesuai pesanan... pengiriman jg cepat..👍",barang bagus,Real,Fake,1.0,0.0
648,"barang sdh diterima, bagus, realpict, harga terjangkau","barang sdh diterima, bagus, realpict, harga terjangkau",barang sdh diterima,Real,Fake,0.714,2.86
653,"bagus untuk sehari2, next order untuk anak bujang","bagus untuk sehari2, next order untuk anak bujang",bagus untuk sehari2,Real,Fake,1.0,0.0
659,"barangnya bagus sekali, sangat senang belanja disini, barangnya sesuai","barangnya bagus sekali, sangat senang belanja disini, barangnya sesuai",barangnya bagus sekali,Real,Fake,1.0,0.0
661,"datang langsung dipakai,lumayan nyaman...","datang langsung dipakai,lumayan nyaman...",datang langsung dipakai,Real,Fake,0.9,1.0
664,"bahan tipis, tidak sesuai dengan di gambar","bahan tipis, tidak sesuai dengan di gambar",bahan tipis,Real,Fake,1.0,0.0
669,"sip ,cocok sesuai amanah tokonya","sip ,cocok sesuai amanah tokonya",sip,Real,Fake,0.9,1.0
674,"ukuran pas, sesuai pesanan... *wes ngunu ae","ukuran pas, sesuai pesanan... *wes ngunu ae",ukuran pas,Real,Fake,1.0,0.0
677,bentuk dan ukuran: sangaaaat paaas di pakeeee pokonya ga ngcewaiiinnn hargnya murah lagiiiiiii,bentuk dan ukuran: sangaaaat paaas di pakeeee pokonya ga ngcewaiiinnn hargnya murah lagiiiiiii,bentuk dan ukuran: sangaaaat paaas di pakeeee pokonya ga ngcewaiiinnn hargnya murah lagiiiiiii,Fake,Real,0.95,10.11
681,"barang bagus banget,kain tebal","barang bagus banget,kain tebal",barang bagus banget,Real,Fake,0.9,1.0
683,"barang ok,toko amanah sesuai dgn gambar makasih","barang ok,toko amanah sesuai dgn gambar makasih",barang ok,Real,Fake,1.0,0.0
687,barang sesuai pesanan fast respon,barang sesuai pesanan fast respon,barang sesuai pesanan fast respon,Fake,Real,0.787,3.75
698,"paket sudh sampai ,sesuai pesanan pas di pake aq yg bb 55 kg..trima ksih 🙏","paket sudh sampai ,sesuai pesanan pas di pake aq yg bb 55 kg..trima ksih 🙏",paket sudh sampai,Real,Fake,1.0,0.0
699,kain nya tipis dan nerawang.....tidak sesuai dengan promonya......,kain nya tipis dan nerawang.....tidak sesuai dengan promonya......,kain nya tipis dan nerawang.....tidak sesuai dengan promonya......,Fake,Real,0.929,6.57
700,maaf sy beli bintang 2 dari komen customer lain koq tebal sedangkan saya dpt yg yach.....? jahitannya jg....?,maaf sy beli bintang 2 dari komen customer lain koq tebal sedangkan saya dpt yg yach.....? jahitannya jg....?,maaf sy beli bintang 2 dari komen customer lain koq tebal sedangkan saya dpt yg yach.....? jahitannya jg....?,Fake,Real,0.925,6.5
707,"barang dah smpai,sangat bagus sesuai pesanan","barang dah smpai,sangat bagus sesuai pesanan",barang dah smpai,Real,Fake,1.0,0.0
722,"barang dah sampai,harga nya bener murce..mksh seller & kurir","barang dah sampai,harga nya bener murce..mksh seller & kurir",barang dah sampai,Real,Fake,1.0,0.0
731,"barang sesuai pesanan, kurir rama","barang sesuai pesanan, kurir rama",barang sesuai pesanan,Real,Fake,0.9,1.0
736,"produknya bagus, tapi bahannya tipis, pengiriman cepat, terima kasih","produknya bagus, tapi bahannya tipis, pengiriman cepat, terima kasih",produknya bagus,Real,Fake,1.0,0.0
743,"bahan tipis, warna realpic ukuran sesuai lumayan lah hrg segitu dipakai buat sehari2","bahan tipis, warna realpic ukuran sesuai lumayan lah hrg segitu dipakai buat sehari2",bahan tipis,Real,Fake,1.0,0.0
753,"sesuai harga, barang tidak tipis,tidak tebal","sesuai harga, barang tidak tipis,tidak tebal",sesuai harga,Real,Fake,1.0,0.0
762,"bahan kainnya bagus, tidak tipis dan adem. worth it","bahan kainnya bagus, tidak tipis dan adem. worth it",bahan kainnya bagus,Real,Fake,1.0,0.0
770,"bahannya adem,nyaman dipakai,pokoknya amanah trus buat tokonya.makasih","bahannya adem,nyaman dipakai,pokoknya amanah trus buat tokonya.makasih",bahannya adem,Real,Fake,1.0,0.0
771,paket sudah sampe pengiriman sangat cepat sayangnya bahan tipis,paket sudah sampe pengiriman sangat cepat sayangnya bahan tipis,paket sudah sampe pengiriman sangat cepat sayangnya bahan tipis,Fake,Real,0.751,3.01
776,"bagus bahannya, nyaman dipakainya,cepat pengiriman","bagus bahannya, nyaman dipakainya,cepat pengiriman",bagus bahannya,Real,Fake,0.9,1.0
777,paketnya sudah sampe pekingnya rapi mantap👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,paketnya sudah sampe pekingnya rapi mantap👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,paketnya sudah sampe pekingnya rapi mantap,Fake,Real,0.921,6.41
784,"toko amanah,bahan adem meskipun sedikit tipis sesuai lah sm harganya...barang dtg sesuai pesanan,packing aman...trimksh sukses trus ka","toko amanah,bahan adem meskipun sedikit tipis sesuai lah sm harganya...barang dtg sesuai pesanan,packing aman...trimksh sukses trus ka",toko amanah,Real,Fake,1.0,0.0
789,"sesuai pesanan,,,tapi kainnya agak tipis😔","sesuai pesanan,,,tapi kainnya agak tipis😔",sesuai pesanan,Real,Fake,0.9,1.0
801,"dengan harga segini, menurut q cocok dan nyaman juga di pakai😊","dengan harga segini, menurut q cocok dan nyaman juga di pakai😊",dengan harga segini,Real,Fake,1.0,0.0
815,"bagus, nyaman digunakan dan harganya juga murce..","bagus, nyaman digunakan dan harganya juga murce..",bagus,Real,Fake,1.0,0.0
820,"enak dipakai, halus lainnya, anakku senang","enak dipakai, halus lainnya, anakku senang",enak dipakai,Real,Fake,1.0,0.0
822,"suami ku suka,,bs buat tidur jg bs buat joging juga..👍","suami ku suka,,bs buat tidur jg bs buat joging juga..👍",suami ku suka,Real,Fake,1.0,0.0
826,"bagus sesuai harga,bahan adem jahitan rapi","bagus sesuai harga,bahan adem jahitan rapi",bagus sesuai harga,Real,Fake,1.0,0.0
832,bahan bagus👍..... sayang kekecilan😎😎,bahan bagus👍..... sayang kekecilan😎😎,bahan bagus..... sayang kekecilan,Fake,Real,0.95,7.35
833,"sangat adem digunakan, ikurannya pas, jaritannya bagus, terima kasih ya kaka","sangat adem digunakan, ikurannya pas, jaritannya bagus, terima kasih ya kaka",sangat adem digunakan,Real,Fake,1.0,0.0
843,"celananya keren..nyaman dipake,trimakasih seller..","celananya keren..nyaman dipake,trimakasih seller..",celananya keren..nyaman dipake,Real,Fake,0.9,1.0
845,"bagus bahan nya, lumayan utk hrga segitu 63rb dpt 2,bisa ganti²","bagus bahan nya, lumayan utk hrga segitu 63rb dpt 2,bisa ganti²",bagus bahan nya,Real,Fake,1.0,0.0
850,"sesuai pokoknya ,kurir baik sukses tuk semuanya","sesuai pokoknya ,kurir baik sukses tuk semuanya",sesuai pokoknya,Real,Fake,1.0,0.0
854,"alhamdulillah paket udh nyampe lgsg di buka ,bagus halus nyaman di pakai recommended banget deh","alhamdulillah paket udh nyampe lgsg di buka ,bagus halus nyaman di pakai recommended banget deh",alhamdulillah paket udh nyampe lgsg di buka,Fake,Real,0.753,3.06
856,"kualitas sesuai harga, barang sesuai pesanan, pengiriman cepat dan amanah, terimakasih.","kualitas sesuai harga, barang sesuai pesanan, pengiriman cepat dan amanah, terimakasih.",kualitas sesuai harga,Real,Fake,1.0,0.0
858,"enak di pakai ,sesuai murah tidakk murahan dapet bonus lgi","enak di pakai ,sesuai murah tidakk murahan dapet bonus lgi",enak di pakai,Real,Fake,1.0,0.0
868,"bahan: sesuai dengan harga, semoga awet... bentuk dan ukuran: belum di coba","bahan: sesuai dengan harga, semoga awet... bentuk dan ukuran: belum di coba",bahan: sesuai dengan harga,Fake,Real,0.824,4.48
880,"bahannya bagus, puas sebagai konsumen👍👍","bahannya bagus, puas sebagai konsumen👍👍",bahannya bagus,Real,Fake,0.9,1.0
886,"alhsmdulillah udah datang,bahannya cukup tebal,serat kain rapat,wort it buat harga segitu","alhsmdulillah udah datang,bahannya cukup tebal,serat kain rapat,wort it buat harga segitu",alhsmdulillah udah datang,Real,Fake,1.0,0.0
889,"bsrang bagus,sesuai pesanan,pengiriman cepat","bsrang bagus,sesuai pesanan,pengiriman cepat",bsrang bagus,Real,Fake,0.9,1.0
904,"bagus celana y, mau co ukuran anak umur 12 tahun ada ga","bagus celana y, mau co ukuran anak umur 12 tahun ada ga",bagus celana y,Real,Fake,1.0,0.0
915,"bagus ,cakep ,puas","bagus ,cakep ,puas",bagus,Real,Fake,0.9,1.0
917,"tidak tebal, tapi lumayan bagus. belum tahu akan awet tidaknya nanti.","tidak tebal, tapi lumayan bagus. belum tahu akan awet tidaknya nanti.",tidak tebal,Real,Fake,1.0,0.0
921,sangat sangat bagus sekali.....tebal juga .... pas buat olahraga..... pokoknya bagus,sangat sangat bagus sekali.....tebal juga .... pas buat olahraga..... pokoknya bagus,sangat sangat bagus sekali.....tebal juga .... pas buat olahraga..... pokoknya bagus,Fake,Real,0.903,6.06
928,"bagus bahanya, cocok dgn harganya dan amana tokonya","bagus bahanya, cocok dgn harganya dan amana tokonya",bagus bahanya,Real,Fake,1.0,0.0
935,"celananya bagis, cm talinya kurang bagus. semoga lebih baik lg talinya. next order lg...","celananya bagis, cm talinya kurang bagus. semoga lebih baik lg talinya. next order lg...",celananya bagis,Real,Fake,0.8,2.0
942,"sesuailah dg harganya,bahanya juga lumayan tebal dg harga segitu warna dan ukuran sesuai pesanan,q suka🫰🫰🫰","sesuailah dg harganya,bahanya juga lumayan tebal dg harga segitu warna dan ukuran sesuai pesanan,q suka🫰🫰🫰",sesuailah dg harganya,Real,Fake,1.0,0.0
949,bagusss bangettt bahan nya poko nya toko nya amanah banget 👍👍👍👍👍,bagusss bangettt bahan nya poko nya toko nya amanah banget 👍👍👍👍👍,bagusss bangettt bahan nya poko nya toko nya amanah banget,Fake,Real,0.917,6.34
951,barang lumayan bagus.....tapi kok tidak seperti iklanya,barang lumayan bagus.....tapi kok tidak seperti iklanya,barang lumayan bagus.....tapi kok tidak seperti iklanya,Fake,Real,0.919,6.37
953,"bahanya bgus halus ,ukuranya pas warna: cocok","bahanya bgus halus ,ukuranya pas warna: cocok",bahanya bgus halus,Real,Fake,1.0,0.0
960,barang bagus adem buat keseharian . pengiriman sangat cepat sekali,barang bagus adem buat keseharian . pengiriman sangat cepat sekali,barang bagus adem buat keseharian . pengiriman sangat cepat sekali,Fake,Real,0.753,3.06
967,"barangnya udah nyampe , kurirnya baik udh langganan,tapi celananya ada yg bolong sedikit masih bisa di jahit sendiri ada mesin jahit di rumah","barangnya udah nyampe , kurirnya baik udh langganan,tapi celananya ada yg bolong sedikit masih bisa di jahit sendiri ada mesin jahit di rumah",barangnya udah nyampe,Real,Fake,1.0,0.0
969,"trimakasih penjual, barang sudah sampai pas bahan: lumayan sesuai harga","trimakasih penjual, barang sudah sampai pas bahan: lumayan sesuai harga",trimakasih penjual,Real,Fake,1.0,0.0
981,"baik,ok pas ukurannya warna yg dikirim sesuai dengan yg q pesan smoga laris n jaya smoga amanah terus","baik,ok pas ukurannya warna yg dikirim sesuai dengan yg q pesan smoga laris n jaya smoga amanah terus",baik,Real,Fake,0.85,1.5
1002,"pengemasan bagus, aroma nya gak terlalu menyengat, tahan lama hanya 4,5 jam sih oke lah","pengemasan bagus, aroma nya gak terlalu menyengat, tahan lama hanya 4,5 jam sih oke lah",pengemasan bagus,Real,Fake,1.0,0.0
1003,"packing aman, pengiriman cepat, kualitas sesuai merk","packing aman, pengiriman cepat, kualitas sesuai merk",packing aman,Real,Fake,1.0,0.0
1004,"barang sampai, kemasan bagus pake bubble wrap menggunakan kardus jg jadi aman banget lah ya","barang sampai, kemasan bagus pake bubble wrap menggunakan kardus jg jadi aman banget lah ya",barang sampai,Real,Fake,1.0,0.0
1005,"wangi manly banget , agak menusuk sih tapi nyaman sih wanginya , cocok buat outdoor kalo menurut ku si , thank you evangeline 😘","wangi manly banget , agak menusuk sih tapi nyaman sih wanginya , cocok buat outdoor kalo menurut ku si , thank you evangeline 😘",wangi manly banget,Real,Fake,1.0,0.0
1008,"enak wanginya,botolnya bagus,packaging cukup aman","enak wanginya,botolnya bagus,packaging cukup aman",enak wanginya,Real,Fake,0.9,1.0
1013,"packing rapi, proses cepat, wanginya tipe strong, lebih enak braven oud wood","packing rapi, proses cepat, wanginya tipe strong, lebih enak braven oud wood",packing rapi,Real,Fake,1.0,0.0
1015,"real product etalase👍🏻cassenya kaca, 2 productnya saya suka😍dapet harga diskon👍🏻✔️ baru disemprot dikit, ntar diuji ketahanannya semoga awet wanginya. agan sellerny...","real product etalase👍🏻cassenya kaca, 2 productnya saya suka😍dapet harga diskon👍🏻✔️ baru disemprot dikit, ntar diuji ketahanannya semoga awet wanginya. agan sellerny...",real product etalasecassenya kaca,Fake,Real,0.777,3.55
1017,"barang sesuai deskripsi, wangi. ga bisa upload video unboxing, tokopedia ngelag.","barang sesuai deskripsi, wangi. ga bisa upload video unboxing, tokopedia ngelag.",barang sesuai deskripsi,Real,Fake,1.0,0.0
1019,"kualitas sesuai harga, lumayan wangi untuk parfum harga 30rban, pengiriman cepat 1 hari sampai the best kurir lah","kualitas sesuai harga, lumayan wangi untuk parfum harga 30rban, pengiriman cepat 1 hari sampai the best kurir lah",kualitas sesuai harga,Real,Fake,1.0,0.0
1025,"packing nya rapih ada bubble wrap menggunakan kardus aroma nya pas belum coba apakah tahan lama tidak, jika parfum tahan lama otw beli lagi deh","packing nya rapih ada bubble wrap menggunakan kardus aroma nya pas belum coba apakah tahan lama tidak, jika parfum tahan lama otw beli lagi deh",packing nya rapih ada bubble wrap menggunakan kardus aroma nya pas belum coba apakah tahan lama tidak,Fake,Real,0.813,4.27
1028,"kualitas tahan lama, fresh banget wangi nya, cucok untuk shalat 5 waktu","kualitas tahan lama, fresh banget wangi nya, cucok untuk shalat 5 waktu",kualitas tahan lama,Real,Fake,1.0,0.0
1032,packing aman pengiriman cepat rasanya enak dipakenya trnyata .........,packing aman pengiriman cepat rasanya enak dipakenya trnyata .........,packing aman pengiriman cepat rasanya enak dipakenya trnyata .........,Fake,Real,0.898,5.96
1035,"barang cepat sampai, sesuai dengan gambar, dan packing nya rapih.","barang cepat sampai, sesuai dengan gambar, dan packing nya rapih.",barang cepat sampai,Real,Fake,1.0,0.0
1041,"recommended. sesuai pesanan, fast respon. wangi menyegarkan. suegerrr. sesuai pesanan","recommended. sesuai pesanan, fast respon. wangi menyegarkan. suegerrr. sesuai pesanan",recommended. sesuai pesanan,Real,Fake,0.85,1.5
1043,"🤗good job💚🧡❤🖤💛 udah pernah beli disini krn memang murah, cepat, paket rapih dan profesional.. 🙏🏻thanks dan semoga semakin larisssss","🤗good job💚🧡❤🖤💛 udah pernah beli disini krn memang murah, cepat, paket rapih dan profesional.. 🙏🏻thanks dan semoga semakin larisssss",good job udah pernah beli disini krn memang murah,Fake,Real,0.89,5.81
1045,"wanginya lumayan enak, lumayan tahan kira kira 2 jam, pengiriman cepat satu hari sampai","wanginya lumayan enak, lumayan tahan kira kira 2 jam, pengiriman cepat satu hari sampai",wanginya lumayan enak,Real,Fake,1.0,0.0
1047,wanginya uenaaaakkkkkkkk... dan fast respon buat sellernya...,wanginya uenaaaakkkkkkkk... dan fast respon buat sellernya...,wanginya uenaaaakkkkkkkk... dan fast respon buat sellernya...,Fake,Real,0.95,7.55
1049,"pesanan telah sampai, packing rapih aman tidak ada kecacatan. wanginya enak","pesanan telah sampai, packing rapih aman tidak ada kecacatan. wanginya enak",pesanan telah sampai,Real,Fake,1.0,0.0
1052,"packing aman, wanginya terlalu strong buat saya","packing aman, wanginya terlalu strong buat saya",packing aman,Real,Fake,1.0,0.0
1060,fast respon .....seller rmh ....produk amn .....pki bbble wrap ....wngi sger ....trmksh .....,fast respon .....seller rmh ....produk amn .....pki bbble wrap ....wngi sger ....trmksh .....,fast respon .....seller rmh ....produk amn .....pki bbble wrap ....wngi sger ....trmksh .....,Fake,Real,0.95,8.09
1063,"barang sdh sampai, ada sedikit kerusakan di bagian tutup nya pecah,, tpi gpp","barang sdh sampai, ada sedikit kerusakan di bagian tutup nya pecah,, tpi gpp",barang sdh sampai,Real,Fake,1.0,0.0
1065,"harga murah, pengiriman cepat, penjual responsif, top daah","harga murah, pengiriman cepat, penjual responsif, top daah",harga murah,Real,Fake,1.0,0.0
1068,"wangi nya pas, cocok, ga terlalu nyengat, mantap pokonya","wangi nya pas, cocok, ga terlalu nyengat, mantap pokonya",wangi nya pas,Real,Fake,1.0,0.0
1069,"baru nyoba, semoga bisa awet wangi nya dan bikin cewek cewek mendekat. jadi banyak cewek deh","baru nyoba, semoga bisa awet wangi nya dan bikin cewek cewek mendekat. jadi banyak cewek deh",baru nyoba,Real,Fake,1.0,0.0
1074,"kualitas produk: mantap packingnya safe, barang sesuai pesenan,semoga cocok dan bisa bila lagi disini,,all in top👍","kualitas produk: mantap packingnya safe, barang sesuai pesenan,semoga cocok dan bisa bila lagi disini,,all in top👍",kualitas produk: mantap packingnya safe,Fake,Real,0.809,4.17
1076,alhamdulillah aman barang nya wangi en semoga cocok en bisa beli lg,alhamdulillah aman barang nya wangi en semoga cocok en bisa beli lg,alhamdulillah aman barang nya wangi en semoga cocok en bisa beli lg,Fake,Real,0.8,4.0
1085,"wangi banget, tahan lama, pokoknga rekomen banget deh, cobain gais","wangi banget, tahan lama, pokoknga rekomen banget deh, cobain gais",wangi banget,Real,Fake,1.0,0.0
1086,"barang sesuai pesanan,, pengiriman lebih cepat,, semoga berkah","barang sesuai pesanan,, pengiriman lebih cepat,, semoga berkah",barang sesuai pesanan,Real,Fake,1.0,0.0
1094,"botol botolnya, kecewa untuk pengirimannya padahal untuk varian yg ini enak wanginya","botol botolnya, kecewa untuk pengirimannya padahal untuk varian yg ini enak wanginya",botol botolnya,Real,Fake,1.0,0.0
1100,kualitas produk: buaguss👍🏻,kualitas produk: buaguss👍🏻,kualitas produk: buaguss,Real,Fake,0.9,1.0
1103,"barng sesuai pesanan dan aromanya sangat enak banget banget halus lembut,dan yang pasti respon reseller cepet tanggap dan pengiriman sangat cepat di luar prediksi","barng sesuai pesanan dan aromanya sangat enak banget banget halus lembut,dan yang pasti respon reseller cepet tanggap dan pengiriman sangat cepat di luar prediksi",barng sesuai pesanan dan aromanya sangat enak banget banget halus lembut,Fake,Real,0.751,3.02
1110,"wanginya mistis, kali ini nyoba wangi dari varian yg berbeda dari yg sdh punya. cocok dipake dlm keseharian atau buat acara² tertentu juga bisa.","wanginya mistis, kali ini nyoba wangi dari varian yg berbeda dari yg sdh punya. cocok dipake dlm keseharian atau buat acara² tertentu juga bisa.",wanginya mistis,Real,Fake,1.0,0.0
1111,"puas segala galanya, response seller dan pengiriman gercep, packing amat rapi & aman sampai tujuan. wangi parfumnya bikin ketagihan tuk menciumnya","puas segala galanya, response seller dan pengiriman gercep, packing amat rapi & aman sampai tujuan. wangi parfumnya bikin ketagihan tuk menciumnya",puas segala galanya,Real,Fake,1.0,0.0
1114,"paket sesuai ,tiba cepat ,tidak perlu takut pecah ,karena peking aman wangi enak ,yang suka kondangan atu berpergian parfum ini cocok bisa juga buat sklh .jang ragu lagi...","paket sesuai ,tiba cepat ,tidak perlu takut pecah ,karena peking aman wangi enak ,yang suka kondangan atu berpergian parfum ini cocok bisa juga buat sklh .jang ragu lagi...",paket sesuai,Real,Fake,1.0,0.0
1119,"semprotan awal, kuat wangi oud nya, beberapa menit kemudian mulai manis. kulit tiap org beda2, tp dikulit saya ketahanan nya gak lama, untuk edp hanya bertahan di 1 jam a...","semprotan awal, kuat wangi oud nya, beberapa menit kemudian mulai manis. kulit tiap org beda2, tp dikulit saya ketahanan nya gak lama, untuk edp hanya bertahan di 1 jam a...",semprotan awal,Real,Fake,1.0,0.0
1123,"wanginya khas,enak,tahan lama","wanginya khas,enak,tahan lama",wanginya khas,Real,Fake,0.9,1.0
1128,"packingan aman , rapi en wrap tebal. aroma khas, elegan dan tahan lama. seller ramah en gercep. tq seller","packingan aman , rapi en wrap tebal. aroma khas, elegan dan tahan lama. seller ramah en gercep. tq seller",packingan aman,Real,Fake,1.0,0.0
1131,"cair, cocok untuk daily, siang malam masih masuk, wangi gak harus mahal","cair, cocok untuk daily, siang malam masih masuk, wangi gak harus mahal",cair,Real,Fake,1.0,0.0
1135,"enak banget wanginya, agak kalem, gak nyesel deh beli disini, apalagi isi 100ml harganya murah banget","enak banget wanginya, agak kalem, gak nyesel deh beli disini, apalagi isi 100ml harganya murah banget",enak banget wanginya,Real,Fake,1.0,0.0
1138,"barang sesuai orderan, tudak pecah pengiriman cepat","barang sesuai orderan, tudak pecah pengiriman cepat",barang sesuai orderan,Real,Fake,1.0,0.0
1143,"fast respon, pengiriman cepat, wangi nya jg enak","fast respon, pengiriman cepat, wangi nya jg enak",fast respon,Real,Fake,0.85,1.5
1150,"barang nya ok, respon penjual cepat, sangat direkomendasi","barang nya ok, respon penjual cepat, sangat direkomendasi",barang nya ok,Real,Fake,1.0,0.0
1154,sesuai dg di skripsi.... pengiriman cepat.... respon penjual bagus... packing istimewa........ for all.... goodss,sesuai dg di skripsi.... pengiriman cepat.... respon penjual bagus... packing istimewa........ for all.... goodss,sesuai dg di skripsi.... pengiriman cepat.... respon penjual bagus... packing istimewa........ for all.... goodss,Fake,Real,0.923,6.46
1155,"kualitas baik, suka wanginya,,reseller mantap packing nya,,,, sukses terusss","kualitas baik, suka wanginya,,reseller mantap packing nya,,,, sukses terusss",kualitas baik,Real,Fake,1.0,0.0
1156,"mantap packing super aman, wangi enak nggak eneg, satset dech","mantap packing super aman, wangi enak nggak eneg, satset dech",mantap packing super aman,Fake,Real,0.764,3.28
