id,original_text,rating,helpful,text,decision,confidence,suspicion_score,key_features,llm_contribution
189,kesekian kalinya beli.. emg semantul itu produk g2g. bisa hilangin komedo muka gradakan 🥰 lov lov buat g2g ❤️,5,0,kesekian kalinya beli.. emg semantul itu produk g2g. bisa hilangin komedo muka gradakan 🥰 lov lov bu...,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 19}",0.0
190,"terimakasih seller,,, produk nya sesuai smga cocok di muka aku,,, untuk kurir juga ramah baik",3,0,"terimakasih seller,,, produk nya sesuai smga cocok di muka aku,,, untuk kurir juga ramah baik",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 15}",0.0
191,"barang sudah datang sesuai dengan pesanan,, blm di pakai semoga barang cocok dn bisa pesan kembali.",5,0,"barang sudah datang sesuai dengan pesanan,, blm di pakai semoga barang cocok dn bisa pesan kembali.",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 16}",0.0
192,barangdatang sesuai pesanan cepat sampainya,5,0,barangdatang sesuai pesanan cepat sampainya,Real,0.9,1.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 5}",0.0
193,baru pertama makez semoga rangkaiannya cocok,5,0,baru pertama makez semoga rangkaiannya cocok,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 6}",0.0
194,terima kasih paket nya sudah datang semoga lancar terus g2g dan toko nya aku sangat suka banget produk nya 🥰,5,0,terima kasih paket nya sudah datang semoga lancar terus g2g dan toko nya aku sangat suka banget prod...,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 20}",0.0
195,"bagus bangett sesuii,,tapii facial wash nyaa setengahh pdhll belum d pkee,,tapi gapapa lahh sukakk bangett 🥰🥰",5,0,"bagus bangett sesuii,,tapii facial wash nyaa setengahh pdhll belum d pkee,,tapi gapapa lahh sukakk b...",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 16}",0.0
196,baguss. smga ccok tapi sayang facial wash nya cuma isi setangah gak ful,3,0,baguss. smga ccok tapi sayang facial wash nya cuma isi setangah gak ful,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 13}",0.0
197,paket nya sudah sampai dengan baik produknya sesuai alhamdulillah cocok di aku muka aq sekarang lebih cerah dan glowing,5,0,paket nya sudah sampai dengan baik produknya sesuai alhamdulillah cocok di aku muka aq sekarang lebi...,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 19}",0.0
198,bagus bngt produknya cocok dimuka akuhhh hehheeh,5,0,bagus bngt produknya cocok dimuka akuhhh hehheeh,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 7}",0.0
199,baru mau nyoba semoga suaka sama hasilnya dan cocok di muka aku,5,0,baru mau nyoba semoga suaka sama hasilnya dan cocok di muka aku,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 12}",0.0
200,"brang smpai dengan selamat,packing rapih,kurir dah lngganan,eh maaf facial wash nya tk ke phto,,lmbut di wajah dan wangi jga,,",4,0,"brang smpai dengan selamat,packing rapih,kurir dah lngganan,eh maaf facial wash nya tk ke phto,,lmbu...",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 19}",0.0
201,"produk sesuai pesanan,smoga cocok di wajahku",5,0,"produk sesuai pesanan,smoga cocok di wajahku",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 6}",0.0
202,semoga aja cocok baru pertama pamakainan soalnya,5,0,semoga aja cocok baru pertama pamakainan soalnya,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 7}",0.0
203,packingan ny bagus mudah mudahan cocok sma kulit ku,5,0,packingan ny bagus mudah mudahan cocok sma kulit ku,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 9}",0.0
204,"alhamdulillah paketnya dah sampai, lngsung di aplikasikan dong di wajah, so kebetulan stock yg drumh uda pad habis,",5,0,"alhamdulillah paketnya dah sampai, lngsung di aplikasikan dong di wajah, so kebetulan stock yg drumh...",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 18}",0.0
205,suka bget produk ini... uda order yg ke 4 cocok di wajah aq..,5,0,suka bget produk ini... uda order yg ke 4 cocok di wajah aq..,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 13}",0.0
206,"paket dh nyampek dngn slmat,baru prtma kali pake smoga ccok",4,0,"paket dh nyampek dngn slmat,baru prtma kali pake smoga ccok",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 10}",0.0
207,"akhirnya yg di tunggu nyampe ,mendarat dgn selamat pokonya co yg kesekian kalinya produk nya memang seoke itu",5,0,"akhirnya yg di tunggu nyampe ,mendarat dgn selamat pokonya co yg kesekian kalinya produk nya memang ...",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 18}",0.0
208,"paketnya udah d terima,,, takirain ada krim mlmnya ternyata gk ada tpi gpp lh,,",5,0,"paketnya udah d terima,,, takirain ada krim mlmnya ternyata gk ada tpi gpp lh,,",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 14}",0.0
209,"paket g2g nya dach nyampe, pengiriman cepet bgt.",5,0,"paket g2g nya dach nyampe, pengiriman cepet bgt.",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 8}",0.0
210,baru smpe kk paket nya maksih semoga cocok kk d muka ku baru mau pake,5,0,baru smpe kk paket nya maksih semoga cocok kk d muka ku baru mau pake,Fake,0.803,4.06,"{'contradiction': 1, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 15}",0.352
211,"terimakasih paketnya sudah ada,pertamakali paket semoga cocok🙏😇😇",4,0,"terimakasih paketnya sudah ada,pertamakali paket semoga cocok🙏😇😇",Fake,0.815,4.29,"{'contradiction': 1, 'template_language': 0, 'excessive_emotion': 1, 'gibberish_spam': 0, 'word_count': 7}",0.432
212,trimakaaih barang sudah sampai dg cepat... cocok sama di kulit saya...,5,0,trimakaaih barang sudah sampai dg cepat... cocok sama di kulit saya...,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 11}",0.0
213,"baru pertama pakai skincare , semoga cocok",4,0,"baru pertama pakai skincare , semoga cocok",Fake,0.803,4.05,"{'contradiction': 1, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 7}",0.35
214,barang sudah sampai sesuai pesanan. baru nyoba dan mudah²an cocok,5,0,barang sudah sampai sesuai pesanan. baru nyoba dan mudah²an cocok,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 10}",0.0
215,"alhamdulillah kak paketnya sudah dateng, dan sesuai dengan pesanan, terimakasih banyak kak🙏🙏🙏",5,0,"alhamdulillah kak paketnya sudah dateng, dan sesuai dengan pesanan, terimakasih banyak kak🙏🙏🙏",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 1, 'gibberish_spam': 0, 'word_count': 12}",0.0
216,"barang sampai dgn selamat,,mudah mudahan cocok yaa pemakaian g2g..",5,0,"barang sampai dgn selamat,,mudah mudahan cocok yaa pemakaian g2g..",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 9}",0.0
217,"terimakasih,alhamdulillah pengiriman ny cepat,,mantap..👍👍",5,0,"terimakasih,alhamdulillah pengiriman ny cepat,,mantap..👍👍",Real,0.9,1.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 4}",0.0
218,ini gmn ko bru buka plastiik prtma..plastik dlem nya udh di robek² kaya bekas buka kcewa..,1,0,ini gmn ko bru buka plastiik prtma..plastik dlem nya udh di robek² kaya bekas buka kcewa..,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 16}",0.0
219,pengiriman aman dan cepat sukaaa bgt sama glad2glow terimakasih,5,0,pengiriman aman dan cepat sukaaa bgt sama glad2glow terimakasih,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 9}",0.0
220,karna bumil aku balik lagi kesini emang mantul sih🤭🤩,5,0,karna bumil aku balik lagi kesini emang mantul sih🤭🤩,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 9}",0.0
221,barang y bagus pokoknya mantap dah,5,0,barang y bagus pokoknya mantap dah,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 6}",0.0
222,"paketnya udah sampee,tp yg 2 gak kepoto,karna udah dibawa sama anakk,mudah2n cocok untuk anak ku",5,0,"paketnya udah sampee,tp yg 2 gak kepoto,karna udah dibawa sama anakk,mudah2n cocok untuk anak ku",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 15}",0.0
223,barang nya udah mendarat dengan baik baru pertama nyoba semoga cocok dengan kulit ku,5,0,barang nya udah mendarat dengan baik baru pertama nyoba semoga cocok dengan kulit ku,Fake,0.805,4.09,"{'contradiction': 1, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 14}",0.363
224,thx barang sesuai postingan goodjob...best seller...,5,0,thx barang sesuai postingan goodjob...best seller...,Real,0.85,1.5,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 6}",0.0
225,bagus produk origional semoga cocok 🤲🥰,5,0,bagus produk origional semoga cocok 🤲🥰,Fake,0.809,4.19,"{'contradiction': 1, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 6}",0.397
226,barang sih bgus tapi sabun nya aroma nya nyengat betul,3,0,barang sih bgus tapi sabun nya aroma nya nyengat betul,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 10}",0.0
227,"pesen yang 4in datangnya 2,udah chat admin tpi nunggu valid truss",1,0,"pesen yang 4in datangnya 2,udah chat admin tpi nunggu valid truss",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 11}",0.0
228,"mantap barang sesuai mkasih seller , mkasih juga buat bang kurirnya",5,0,"mantap barang sesuai mkasih seller , mkasih juga buat bang kurirnya",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 11}",0.0
229,2 paket pertama barter ini yg ke 3 👍👍👍,5,0,2 paket pertama barter ini yg ke 3 👍👍👍,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 1, 'gibberish_spam': 0, 'word_count': 9}",0.0
230,produknya mantepp polll manfaat produk: mencerahkan,5,0,produknya mantepp polll manfaat produk: mencerahkan,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 6}",0.0
231,"udah cocok, gk mau ganti ke lain lagi",5,0,"udah cocok, gk mau ganti ke lain lagi",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 8}",0.0
232,"manfaat produk: mencerahkan jenis kulit: kombinasi inieh baguss sekaliii cock dimulai aku, makasiii hhiiii 😍😍😍",5,0,"manfaat produk: mencerahkan jenis kulit: kombinasi inieh baguss sekaliii cock dimulai aku, makasiii ...",Fake,0.95,10.18,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 1, 'gibberish_spam': 1, 'word_count': 15}",0.393
233,"lovvvv bangettttt, uda seringg co disini...",5,0,"lovvvv bangettttt, uda seringg co disini...",Fake,0.905,6.1,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 1, 'word_count': 6}",0.367
234,gak sesuai banget kecewa toner nya gak ada malah di ganti sama serum merah,2,0,gak sesuai banget kecewa toner nya gak ada malah di ganti sama serum merah,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 14}",0.0
235,pokoknya nyerahin kulit aku biar lebih glowing lagi.mudah mudahan cocok di aku. packingan yg rapih.,5,0,pokoknya nyerahin kulit aku biar lebih glowing lagi.mudah mudahan cocok di aku. packingan yg rapih.,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 15}",0.0
236,"alhamdulillah.. barang sampai dgn selamat thank seler fast respon,thank babang kurir",5,0,"alhamdulillah.. barang sampai dgn selamat thank seler fast respon,thank babang kurir",Real,0.85,1.5,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 11}",0.0
237,"yang dateng cumah 3 , moisnya gak ada",3,0,"yang dateng cumah 3 , moisnya gak ada",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 8}",0.0
238,"barang sudah d treima dengan aman,,puas belnja d toko ini",5,0,"barang sudah d treima dengan aman,,puas belnja d toko ini",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 10}",0.0
239,alhamdulillah sampe amanah semoga cocok cepet sampai nya,4,0,alhamdulillah sampe amanah semoga cocok cepet sampai nya,Fake,0.814,4.27,"{'contradiction': 1, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 8}",0.423
240,alhamdulillah paketnyah udh dateng cepat bngt 😊 mudah mudahan cocok di aku yh saya pemula,5,0,alhamdulillah paketnyah udh dateng cepat bngt 😊 mudah mudahan cocok di aku yh saya pemula,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 15}",0.0
241,"sudah datang paket nya aku baru mau nyoba semoga cocok, kalo cocok di aku order balik thanks [drool]",5,0,"sudah datang paket nya aku baru mau nyoba semoga cocok, kalo cocok di aku order balik thanks [drool]",Fake,0.806,4.11,"{'contradiction': 1, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 18}",0.372
242,dapet free peling🫶🏻 makasih ya g2g🫶🏻,5,0,dapet free peling🫶🏻 makasih ya g2g🫶🏻,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 6}",0.0
243,alhamdulillah paketnya samapinya tidak lama semoga cocok dimuka aku,5,0,alhamdulillah paketnya samapinya tidak lama semoga cocok dimuka aku,Fake,0.799,3.98,"{'contradiction': 1, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 9}",0.328
244,"pket y dah smpe , semoga cocok dengn produk glad2glow, sesuai degan yg d pesen",4,0,"pket y dah smpe , semoga cocok dengn produk glad2glow, sesuai degan yg d pesen",Fake,0.803,4.06,"{'contradiction': 1, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 15}",0.354
245,pembelian ke 4 👍(2 paket pertama hanya moist skin barier+serum aja) 2 paket berikutnya yang ini 😍,5,0,pembelian ke 4 👍(2 paket pertama hanya moist skin barier+serum aja) 2 paket berikutnya yang ini 😍,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 17}",0.0
246,baru dicoba semoga cocok diwajah anak gadis qu. trimakasih barang lengkap. cepat datang nya. kurir ramaj,5,0,baru dicoba semoga cocok diwajah anak gadis qu. trimakasih barang lengkap. cepat datang nya. kurir r...,Fake,0.802,4.04,"{'contradiction': 1, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 16}",0.346
247,brang tertulis dpt 4 pcs tp yg dtg cuma 3 pcs,2,0,brang tertulis dpt 4 pcs tp yg dtg cuma 3 pcs,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 11}",0.0
248,"semoga cocok,,syg g dpt pouch nny",5,0,"semoga cocok,,syg g dpt pouch nny",Fake,0.809,4.18,"{'contradiction': 1, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 6}",0.394
249,"udh beli 2x dtoko ni,barangnya ori,mksh",5,0,"udh beli 2x dtoko ni,barangnya ori,mksh",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 6}",0.0
250,baru pertama kali coba smoga hasilnya memuaskan,5,0,baru pertama kali coba smoga hasilnya memuaskan,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 7}",0.0
251,"sesuai, ori",5,0,"sesuai, ori",Real,0.9,1.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 2}",0.0
252,alhamdulillah sudah langganan mantap,5,0,alhamdulillah sudah langganan mantap,Real,0.9,1.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 4}",0.0
253,👍🏻👍🏻👍🏻👍🏻,5,0,👍🏻👍🏻👍🏻👍🏻,Real,0.9,1.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 1, 'gibberish_spam': 0, 'word_count': 1}",0.0
254,semoga cocok aku pemakaian prtama,5,0,semoga cocok aku pemakaian prtama,Fake,0.845,4.9,"{'contradiction': 1, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 5}",0.301
255,"barang datang dengan baik, produk sesuai",5,0,"barang datang dengan baik, produk sesuai",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 6}",0.0
256,apakah bisa d kirim lgi mois ny,3,0,apakah bisa d kirim lgi mois ny,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 7}",0.0
257,udah co ke 3x nya alhmdulillah cocok,4,0,udah co ke 3x nya alhmdulillah cocok,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 7}",0.0
258,facial washnya kok bukan yg pink y kak,4,0,facial washnya kok bukan yg pink y kak,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 8}",0.0
259,"sesuai pesanan, baru coba fw yg ini semoga cocok",5,0,"sesuai pesanan, baru coba fw yg ini semoga cocok",Fake,0.803,4.06,"{'contradiction': 1, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 9}",0.355
260,kirain facial wash nya yg dateng milk eh yg blueberry,5,0,kirain facial wash nya yg dateng milk eh yg blueberry,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 10}",0.0
261,se♥️♥️♥️ itu sama glad2glow ini udh yang sekian kalinya beli di toko official nya,5,0,se♥️♥️♥️ itu sama glad2glow ini udh yang sekian kalinya beli di toko official nya,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 14}",0.0
262,terimaksih sesuai pesanan,4,0,terimaksih sesuai pesanan,Real,0.9,1.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 3}",0.0
263,"bahan: lembut dan halus manfaat produk: bagus banget bikin kulit lembab dan cerah jenis kulit: teruntuk kulitku yang berminyak, tidak membuat kulit jadi mengkilat",5,0,bahan: lembut dan halus manfaat produk: bagus banget bikin kulit lembab dan cerah jenis kulit: terun...,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 24}",0.0
264,"alhamdulillah cocok. makin glowing mie mukak makasih,",5,0,"alhamdulillah cocok. makin glowing mie mukak makasih,",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 7}",0.0
265,kok cuci muka sama toner nya beda? aku kira bakal pink semua,2,0,kok cuci muka sama toner nya beda? aku kira bakal pink semua,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 12}",0.0
266,"bagus, sesuai pesanan, semoga cocok 🥰",5,0,"bagus, sesuai pesanan, semoga cocok 🥰",Fake,0.81,4.21,"{'contradiction': 1, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 6}",0.402
267,paket sudah sampai alhamdulillah sesuai dengan pesanan udh langganan best👍,5,0,paket sudah sampai alhamdulillah sesuai dengan pesanan udh langganan best👍,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 10}",0.0
268,"brang sudah di kirim dengan cepat, mkasih semoga cocok 🥰",5,0,"brang sudah di kirim dengan cepat, mkasih semoga cocok 🥰",Fake,0.807,4.13,"{'contradiction': 1, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 10}",0.378
269,bru pertma nyoba mudh mudhn ini cocok,5,0,bru pertma nyoba mudh mudhn ini cocok,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 7}",0.0
270,"pakai product g2g kedua kali, cocok dan bagus banget ke kulit wajah,, dan pengiriman cepat, aman packaging juga.. mantap.. trimss",5,0,"pakai product g2g kedua kali, cocok dan bagus banget ke kulit wajah,, dan pengiriman cepat, aman pac...",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 20}",0.0
271,"bahan: cair, halus manfaat produk: cocok untuk kulit jenis kulit: cocok sekali dikulit ku",5,0,"bahan: cair, halus manfaat produk: cocok untuk kulit jenis kulit: cocok sekali dikulit ku",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 14}",0.0
272,alhamdulillah barang sudah sampai sesuai pesanan terimakasih kotonya amanah,5,0,alhamdulillah barang sudah sampai sesuai pesanan terimakasih kotonya amanah,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 9}",0.0
273,serum nya pecah gak tersisa parah,1,0,serum nya pecah gak tersisa parah,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 6}",0.0
274,"barang datang lengkap sesuai dengan deskripsi, bahan yang digunakan bagus untuk mencerahkan wajah.",5,0,"barang datang lengkap sesuai dengan deskripsi, bahan yang digunakan bagus untuk mencerahkan wajah.",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 13}",0.0
275,"sesuai pesanan cuma aku kira tonernya besar ternyata toner nya kecill, but over all baguss",4,0,"sesuai pesanan cuma aku kira tonernya besar ternyata toner nya kecill, but over all baguss",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 15}",0.0
276,paket nyampe produk lengkap alhamdulillah udah order 2 x ini barang original kulit wajah jadi halus kenceng glowing gk kusem seger..,5,0,paket nyampe produk lengkap alhamdulillah udah order 2 x ini barang original kulit wajah jadi halus ...,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 21}",0.0
277,bahan: - manfaat produk: mencerahkan jenis kulit: susah putih/kering,5,0,bahan: - manfaat produk: mencerahkan jenis kulit: susah putih/kering,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 9}",0.0
278,"pengiriman cepat,barang tidak ada yang rusak, sangat baik, dan produk ny emng se bagus itu , aku sampai udh beli beberapa kali emng mantul buat mencerahkan 👍🏻",5,0,"pengiriman cepat,barang tidak ada yang rusak, sangat baik, dan produk ny emng se bagus itu , aku sam...",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 27}",0.0
279,"alhamdulillag cocok dimuka ku, sukaa, thanks kak🥰",5,0,"alhamdulillag cocok dimuka ku, sukaa, thanks kak🥰",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 7}",0.0
280,alhamdulillah udah sampai bagus dan amanah,5,0,alhamdulillah udah sampai bagus dan amanah,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 6}",0.0
281,"mksih,, sesuai,, q suka,, ma'af baru kasih bintang, ☺️ byarlh bintang yg mnilaixa☺️",5,0,"mksih,, sesuai,, q suka,, ma'af baru kasih bintang, ☺️ byarlh bintang yg mnilaixa☺️",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 13}",0.0
282,jenis kulit: normal bahan: bagus manfaat produk: mencerahkan,5,0,jenis kulit: normal bahan: bagus manfaat produk: mencerahkan,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 8}",0.0
283,bahan: bagus manfaat produk: bagus jenis kulit: cocok untuk kulit,5,0,bahan: bagus manfaat produk: bagus jenis kulit: cocok untuk kulit,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 10}",0.0
