id,original_text,text_final,ulasan_cleaned,decision,Label,confidence,suspicion_score
3828,barang baru sampai. body jam oke sesuai iklan. penampilan keren banget (warna oranye). belum dites gps dan anti airnya. semoga awet.,barang baru sampai. body jam oke sesuai iklan. penampilan keren banget (warna oranye). belum dites gps dan anti airnya. semoga awet.,,Fake,Nan,0.814,4.27
3832,"bagus dan berfungsi dengan baik, semoga awet jam nya","bagus dan berfungsi dengan baik, semoga awet jam nya",,Fake,Nan,0.812,4.24
3833,"bagus, ternyata gak besar2 bgt pas ditangan, mantaaap, semoga awet.","bagus, ternyata gak besar2 bgt pas ditangan, mantaaap, semoga awet.",,Fake,Nan,0.808,4.17
3836,"good,ganteng, performa: belum dicoba tahan air apa tidak kualitas pengerjaan: mantap performa sistem: good belum tau udah military grade apa belum.","good,ganteng, performa: belum dicoba tahan air apa tidak kualitas pengerjaan: mantap performa sistem: good belum tau udah military grade apa belum.",,Fake,Nan,0.817,4.34
3852,"nice keren fitur juga banyak, belum coba pakai olahraga semoga akurat semua👍, seller ramah barang langsung di proses mantap","nice keren fitur juga banyak, belum coba pakai olahraga semoga akurat semua👍, seller ramah barang langsung di proses mantap",,Fake,Nan,0.81,4.21
3865,"paket diterima dengan aman, jamnya bagus sudah saya uji hasil gpsnya hasilnya oke, semoga awet","paket diterima dengan aman, jamnya bagus sudah saya uji hasil gpsnya hasilnya oke, semoga awet",,Fake,Nan,0.796,3.93
3871,performance: 🔥🔥🔥 quality of work: 🔥🔥🔥 system performance: 🔥🔥🔥 semoga awet aja,performance: 🔥🔥🔥 quality of work: 🔥🔥🔥 system performance: 🔥🔥🔥 semoga awet aja,,Fake,Nan,0.824,4.49
3875,bagus batrei awet poll tp bahan ringan poll semoga awet,bagus batrei awet poll tp bahan ringan poll semoga awet,,Fake,Nan,0.812,4.25
3884,"barang sesuai pesanan, keren bangett jamnya semoga awett","barang sesuai pesanan, keren bangett jamnya semoga awett",,Fake,Nan,0.81,4.21
3894,"sesuai pesanan,tampilan ganteng poll,semoga awet aja","sesuai pesanan,tampilan ganteng poll,semoga awet aja",,Fake,Nan,0.812,4.24
3899,"recomended seller, fast respon","recomended seller, fast respon",,Fake,Nan,0.785,3.7
3904,performa: bagus banget barang sudah diterima dengan selamat. semoga awet. cakep bgt sih ini smartwatch,performa: bagus banget barang sudah diterima dengan selamat. semoga awet. cakep bgt sih ini smartwatch,,Fake,Nan,0.79,3.79
3914,mantap sih pengirimannya cepat semoga awet,mantap sih pengirimannya cepat semoga awet,,Fake,Nan,0.812,4.24
3925,"brg dikemas dgn baik, berfungsi sesuai deskripsinya, smart watch yg bagus dgn harga terjangkau","brg dikemas dgn baik, berfungsi sesuai deskripsinya, smart watch yg bagus dgn harga terjangkau",,Fake,Nan,0.763,3.26
3926,mantaappp. fast respond. makasih ya,mantaappp. fast respond. makasih ya,,Fake,Nan,0.782,3.63
3930,"performa: model keren dan sporty,cocok buat yg suka stylish dan berkelas kualitas pengerjaan: bahannya premium untuk kelas di bawah 1 juta tidak mengecewakan","performa: model keren dan sporty,cocok buat yg suka stylish dan berkelas kualitas pengerjaan: bahannya premium untuk kelas di bawah 1 juta tidak mengecewakan",,Real,Nan,0.8,2.0
3937,semua fitur berfungsi normal. semoga awet 🤲,semua fitur berfungsi normal. semoga awet 🤲,,Fake,Nan,0.818,4.36
3959,sudah dcoba sesuai semoga awet pas dtanganq,sudah dcoba sesuai semoga awet pas dtanganq,,Fake,Nan,0.806,4.12
3988,kualitas pengerjaan: kurir cepat performa: paket aman dan sesuai toko amanah rekomend semoga awet,kualitas pengerjaan: kurir cepat performa: paket aman dan sesuai toko amanah rekomend semoga awet,,Fake,Nan,0.815,4.31
4003,"semoga awet, tidak seberat kelihatannya padahal jamnya besar nicee","semoga awet, tidak seberat kelihatannya padahal jamnya besar nicee",,Fake,Nan,0.817,4.34
4007,"keren si barangnya....terlihat mevvah.., semoga awet","keren si barangnya....terlihat mevvah.., semoga awet",,Fake,Nan,0.806,4.12
4021,"barang bagus, ke depan semoga awet terus","barang bagus, ke depan semoga awet terus",,Fake,Nan,0.812,4.24
4028,keren bgt jam tangan nya..masyaallah..gak nyesel beli nya..semoga awet. aamiin.,keren bgt jam tangan nya..masyaallah..gak nyesel beli nya..semoga awet. aamiin.,,Fake,Nan,0.8,4.0
4045,manteppp keren semoga awet sampai 5 tahun,manteppp keren semoga awet sampai 5 tahun,,Fake,Nan,0.807,4.14
4183,"suaranya jelas tapi kurang ngebas, semua berfungsi dengan baik, mudah di sambungkan ke bluetooth hp, warna sesuai pesanan, bentuknya simpel, barang sampai dengan aman wal...","suaranya jelas tapi kurang ngebas, semua berfungsi dengan baik, mudah di sambungkan ke bluetooth hp, warna sesuai pesanan, bentuknya simpel, barang sampai dengan aman wal...",,Real,Nan,0.8,2.0
4209,barang sudah sampai kondisi baik belum dicoba mudah-mudahan berfungsi dengan baik,barang sudah sampai kondisi baik belum dicoba mudah-mudahan berfungsi dengan baik,,Fake,Nan,0.811,4.22
4217,"pesanan sudah sampai, sesuai pesanan pengiriman super cepat 1 hari sampai. tapi suara bas nya menurut ku masih kurang. batre gak kuat lama saat pengisian data tidak ada...","pesanan sudah sampai, sesuai pesanan pengiriman super cepat 1 hari sampai. tapi suara bas nya menurut ku masih kurang. batre gak kuat lama saat pengisian data tidak ada...",,Real,Nan,0.8,2.0
4233,"bagian sisi boxnya robek. kejernihan lensa: kurang, tapi dgn harga segini lumayan walaupun ada ""nging ngingnya.""","bagian sisi boxnya robek. kejernihan lensa: kurang, tapi dgn harga segini lumayan walaupun ada ""nging ngingnya.""",,Real,Nan,0.8,2.0
4234,"agak kurang rapih packingannya, barang blm gua coba masi di cas","agak kurang rapih packingannya, barang blm gua coba masi di cas",,Real,Nan,0.8,2.0
4240,"alhamdulillah paket saya sudah sampai dengan selamat, headset bluetooth nya bisa dipakai dua dua, semoga tahan lama ya baterai nya dan gak mudah rusak amiiinn 🤲🏻🤲🏻🤲�...","alhamdulillah paket saya sudah sampai dengan selamat, headset bluetooth nya bisa dipakai dua dua, semoga tahan lama ya baterai nya dan gak mudah rusak amiiinn 🤲🏻🤲🏻🤲�...",,Fake,Nan,0.805,4.1
4242,lumayan.tp buat tlvonan suara kurang jelas,lumayan.tp buat tlvonan suara kurang jelas,,Real,Nan,0.8,2.0
4315,mungil lucu tapi saya pasang di casing tws bagian tutup gak muat suara jernih tapi bas'a kurang,mungil lucu tapi saya pasang di casing tws bagian tutup gak muat suara jernih tapi bas'a kurang,,Real,Nan,0.8,2.0
4328,ini bukan pro 6 asli but it's okay lumayan lah suaranya juha nge-bass hampir sama kyk yg asli buat kalian yang kecewa jangan salahin tokonya karena kalian tau sendiri...,ini bukan pro 6 asli but it's okay lumayan lah suaranya juha nge-bass hampir sama kyk yg asli buat kalian yang kecewa jangan salahin tokonya karena kalian tau sendiri...,,Real,Nan,0.8,2.0
4331,"lumayan dengan harga yang segitu, semoga awet dan tahan lama","lumayan dengan harga yang segitu, semoga awet dan tahan lama",,Fake,Nan,0.807,4.14
4341,"alhamdulillah sampe dengan selamat tanpa ad kekurangan satupun . suara headset jernih bgt , kekuatan baterai nya tahan lama . tapi memang ga keliatan yaa pas ngchas nyaa...","alhamdulillah sampe dengan selamat tanpa ad kekurangan satupun . suara headset jernih bgt , kekuatan baterai nya tahan lama . tapi memang ga keliatan yaa pas ngchas nyaa...",,Real,Nan,0.8,2.0
4378,bagus tidak mengecewakan pokonya👍,bagus tidak mengecewakan pokonya👍,,Fake,Nan,0.75,3.0
4392,"bagus, untuk harga 30k wort it bgt sii, semoga awet","bagus, untuk harga 30k wort it bgt sii, semoga awet",,Fake,Nan,0.807,4.15
4482,bagus sesuai pesanan ngak kecewa pokot,bagus sesuai pesanan ngak kecewa pokot,,Real,Nan,0.8,2.0
4485,performa: suara bass nya kurangg baguss,performa: suara bass nya kurangg baguss,,Real,Nan,0.8,2.0
4515,pkonyah mantap banget ga kecewa,pkonyah mantap banget ga kecewa,,Fake,Nan,0.75,3.0
4529,"cepet , harga murah , semoga awet","cepet , harga murah , semoga awet",,Fake,Nan,0.815,4.3
4583,kurang jernih,kurang jernih,,Fake,Nan,0.75,3.0
4658,terima kasih! respond dan pengiriman sangat cepat! ngga perlu nunggu lama. kemasan sangat aman! produk berfungsi dengan baik.,terima kasih! respond dan pengiriman sangat cepat! ngga perlu nunggu lama. kemasan sangat aman! produk berfungsi dengan baik.,,Real,Nan,0.71,2.9
4662,bagus banget! udah kayak barang ori. suaranya udah kayak earphone mahal padahal harga bpjs wkwkwkw. semoga tahan lama deh hehe.,bagus banget! udah kayak barang ori. suaranya udah kayak earphone mahal padahal harga bpjs wkwkwkw. semoga tahan lama deh hehe.,,Fake,Nan,0.806,4.13
4663,bagus. semua berfungsi dgn normal. semoga awet,bagus. semua berfungsi dgn normal. semoga awet,,Fake,Nan,0.815,4.3
4672,"terimakasih, untuk pengiriman sangat cepat 👍🏻. kalau bicara tentang klaim ini mirip dengan yang asli big no, soalnya saya punya keduanya, beli ini hanya untuk test aja...","terimakasih, untuk pengiriman sangat cepat 👍🏻. kalau bicara tentang klaim ini mirip dengan yang asli big no, soalnya saya punya keduanya, beli ini hanya untuk test aja...",,Fake,Nan,0.802,4.03
4681,"mantap barang sudah datang sesuai pesanan, good quality dan harga terjangkau, terimakasih🙏","mantap barang sudah datang sesuai pesanan, good quality dan harga terjangkau, terimakasih🙏",,Fake,Nan,0.762,3.24
4692,"manteppp, belum dicoba pas telfonan semoga lancar. makasi banyakk seller","manteppp, belum dicoba pas telfonan semoga lancar. makasi banyakk seller",,Fake,Nan,0.809,4.17
4697,"mantab bgt nih barang bener mirip orig, anz nya berfungsi banget, semoga awet lamat terimakasih ya gan","mantab bgt nih barang bener mirip orig, anz nya berfungsi banget, semoga awet lamat terimakasih ya gan",,Fake,Nan,0.806,4.11
4743,"mouse berfungsi dgn baik, semoga awet dan tahan lama","mouse berfungsi dgn baik, semoga awet dan tahan lama",,Fake,Nan,0.811,4.21
4748,"kualitas pengerjaan: bagus bahan: enteng bagus saat dipasang langsung berfungsi dengan baik, semoga awett.. pengiriman cepat, order sore besok sore udah sampai.","kualitas pengerjaan: bagus bahan: enteng bagus saat dipasang langsung berfungsi dengan baik, semoga awett.. pengiriman cepat, order sore besok sore udah sampai.",,Fake,Nan,0.81,4.21
4765,"berfungsi dengan baik, cocok buat laptop atau pc all in one, tapibkalau pc komputer biasa(@kabel kurang panjang","berfungsi dengan baik, cocok buat laptop atau pc all in one, tapibkalau pc komputer biasa(@kabel kurang panjang",,Real,Nan,0.8,2.0
4776,barang sangat bagus tidak rbg dan pengiriman sangat cepat,barang sangat bagus tidak rbg dan pengiriman sangat cepat,,Fake,Nan,0.759,3.17
4853,"kerenz dan mantap, semoga awet dan riskinya berkah slalu, amiiin yra🤲","kerenz dan mantap, semoga awet dan riskinya berkah slalu, amiiin yra🤲",,Fake,Nan,0.813,4.26
4905,"pertama kali dpt serumnya setelah nge war, semoga cocok, karna sebelumnya ngikut saran di vt tentang pie dan pih alhamdulillah ccok dan memudar","pertama kali dpt serumnya setelah nge war, semoga cocok, karna sebelumnya ngikut saran di vt tentang pie dan pih alhamdulillah ccok dan memudar",,Fake,Nan,0.811,4.21
4907,"serum yang susah buat dapetin hahha tapi alhamdulilah baru coba satu botol kulit muka lebih cerah, bekas jerawat perlahan memudar walau gk instan kurang lebih 1 bulan","serum yang susah buat dapetin hahha tapi alhamdulilah baru coba satu botol kulit muka lebih cerah, bekas jerawat perlahan memudar walau gk instan kurang lebih 1 bulan",,Real,Nan,0.8,2.0
4914,"jenis kulit: kering & sensitif udah lama pengen beli aboveboard ini karna review nya bagus²,cuman baru kesampaian skrg hehe🤭, semoga cocok di kulit aku supaya next t...","jenis kulit: kering & sensitif udah lama pengen beli aboveboard ini karna review nya bagus²,cuman baru kesampaian skrg hehe🤭, semoga cocok di kulit aku supaya next t...",,Fake,Nan,0.803,4.06
4919,"pengiriman termasuk cepat, pertama kali coba serum aboveroad nya karena wajhku banyak bekas jerawat.. semoga cocok hihi makasih kak","pengiriman termasuk cepat, pertama kali coba serum aboveroad nya karena wajhku banyak bekas jerawat.. semoga cocok hihi makasih kak",,Fake,Nan,0.8,4.01
4941,baru coba semoga cocok. karena banyak yg cocok juga. mendapatkan ini produk bener bener butuh kesabaran dan perjuangan. alhamdulillah dapat juga,baru coba semoga cocok. karena banyak yg cocok juga. mendapatkan ini produk bener bener butuh kesabaran dan perjuangan. alhamdulillah dapat juga,,Fake,Nan,0.806,4.11
4943,"hasil ngewar 🤣😍 stock amaaan terkendali 😂 bru prtma coba kurang sukanya cuma agak lengket, semoga bekas jerawat hitam ku segera hempaas 😍 klo jos gandos ntar aku bali...","hasil ngewar 🤣😍 stock amaaan terkendali 😂 bru prtma coba kurang sukanya cuma agak lengket, semoga bekas jerawat hitam ku segera hempaas 😍 klo jos gandos ntar aku bali...",,Real,Nan,0.8,2.0
4945,"baru mau coba, semoga cocok yaa biar ga sia2 nge war di live😭 liat review rata2 hasilnya lumayan sih, semoga di aku juga bagus🙏 bahan: gel ringan manfaat produk: mencer...","baru mau coba, semoga cocok yaa biar ga sia2 nge war di live😭 liat review rata2 hasilnya lumayan sih, semoga di aku juga bagus🙏 bahan: gel ringan manfaat produk: mencer...",,Fake,Nan,0.803,4.07
4948,"pengemasannya cepat, pengirimannya juga, baru pertama kali beli sih, semoga cocok,","pengemasannya cepat, pengirimannya juga, baru pertama kali beli sih, semoga cocok,",,Fake,Nan,0.799,3.97
4951,"alhamdulillah paket datang dg aman, semoga cocok utk bekas jerawat ku yg banyak pol, tekstur nya enak kyk moisturizer g l gitu jadi dikit aja udh cukup buat semuka","alhamdulillah paket datang dg aman, semoga cocok utk bekas jerawat ku yg banyak pol, tekstur nya enak kyk moisturizer g l gitu jadi dikit aja udh cukup buat semuka",,Fake,Nan,0.8,3.99
4959,"gak nyangka cepet bgt datangnya padahal deket hari raya. semoga cocok, melihat perjuangan yang serasa war tiket konser kpop😞 next order mau rivew hasil pemakaian","gak nyangka cepet bgt datangnya padahal deket hari raya. semoga cocok, melihat perjuangan yang serasa war tiket konser kpop😞 next order mau rivew hasil pemakaian",,Fake,Nan,0.81,4.2
4961,alhamdulillah dapet serumnya!!!! ikut war tanggal 28feb2025 dan sampai tanggal 6mar2025. baru pertama nyobain semoga cocok dan berhasil menghilangkan bekas-bekas jerawat...,alhamdulillah dapet serumnya!!!! ikut war tanggal 28feb2025 dan sampai tanggal 6mar2025. baru pertama nyobain semoga cocok dan berhasil menghilangkan bekas-bekas jerawat...,,Fake,Nan,0.807,4.15
4962,alhamdulillah samoai dgn aman tnpa kurang satu apapun gk sabar nunggu moist nya kaunching di bkn 12 ini apa bsa seviral serum goib ini iya,alhamdulillah samoai dgn aman tnpa kurang satu apapun gk sabar nunggu moist nya kaunching di bkn 12 ini apa bsa seviral serum goib ini iya,,Real,Nan,0.8,2.0
4967,"bahan: tranex acid , niacinamade , arbutin manfaat produk: mencerahkan, menyamarkan bekas jerawat jenis kulit: normal baru pertama mau coba semoga cocok, uda ngincer dr l...","bahan: tranex acid , niacinamade , arbutin manfaat produk: mencerahkan, menyamarkan bekas jerawat jenis kulit: normal baru pertama mau coba semoga cocok, uda ngincer dr l...",,Fake,Nan,0.821,4.43
4979,"produk dikirim 3 hr setelah di co. gpp walaupun rada lama yg penting barang sampe aman tentram. pemakaian pertama, semoga cocok dan berlangganan terus. pertama kali pake...","produk dikirim 3 hr setelah di co. gpp walaupun rada lama yg penting barang sampe aman tentram. pemakaian pertama, semoga cocok dan berlangganan terus. pertama kali pake...",,Fake,Nan,0.805,4.11
4981,"mantengin pas live akhirnya dpt jg wlau cma 1pcs ,, semoga cocok 😇🙏 mkasih","mantengin pas live akhirnya dpt jg wlau cma 1pcs ,, semoga cocok 😇🙏 mkasih",,Fake,Nan,0.797,3.94
4983,"produk sesuai 100% original, harga terjangkau, stok nya tolong diperbanyak","produk sesuai 100% original, harga terjangkau, stok nya tolong diperbanyak",,Fake,Nan,0.758,3.17
4987,"bagus ga bikin purging tapi untuk tekstur lengket dan aromanya agak kurang enak, bikin glowing baru 2hari pake semoga cepet ilang pih ku😭🥰 jenis kulit: oily skin","bagus ga bikin purging tapi untuk tekstur lengket dan aromanya agak kurang enak, bikin glowing baru 2hari pake semoga cepet ilang pih ku😭🥰 jenis kulit: oily skin",,Real,Nan,0.8,2.0
4990,warnya susah ternyata tapi alhamdulillah dapett semoga cocok di kulit aku makasihh,warnya susah ternyata tapi alhamdulillah dapett semoga cocok di kulit aku makasihh,,Fake,Nan,0.806,4.12
4996,"pengiriman cepat, ini pertama kali coba semoga cocok.","pengiriman cepat, ini pertama kali coba semoga cocok.",,Fake,Nan,0.815,4.3
4997,"pengiriman cepat, packing aman poll soalnya bubble warpnya tebel, baru pertama kali mau coba ini serum semoga cocok, barang juga udah bpom no overclaim pokoknya sip deh j...","pengiriman cepat, packing aman poll soalnya bubble warpnya tebel, baru pertama kali mau coba ini serum semoga cocok, barang juga udah bpom no overclaim pokoknya sip deh j...",,Fake,Nan,0.811,4.22
5010,ikutan warr dan alhamdulillah dapet 2 pcs semoga cocok d kulit ku yang kuning langsat yang kadang cerah kadang kusam dan semoga bisa menghilangkan bekas jerawat ku,ikutan warr dan alhamdulillah dapet 2 pcs semoga cocok d kulit ku yang kuning langsat yang kadang cerah kadang kusam dan semoga bisa menghilangkan bekas jerawat ku,,Fake,Nan,0.795,3.9
5014,baru pertama kali pakai semoga cocok packing rapi bubble wrap tebal pengiriman cepat,baru pertama kali pakai semoga cocok packing rapi bubble wrap tebal pengiriman cepat,,Fake,Nan,0.809,4.19
5018,semoga cocok di kulit wajah dari kmren pengen beli tapi harga nya belum sesuai di kantong alhamdulillah dapat promo ambyar thanks dokter skincare,semoga cocok di kulit wajah dari kmren pengen beli tapi harga nya belum sesuai di kantong alhamdulillah dapat promo ambyar thanks dokter skincare,,Fake,Nan,0.797,3.94
5020,baru mau coba semoga cocok ya dok dan hasilnya gong,baru mau coba semoga cocok ya dok dan hasilnya gong,,Fake,Nan,0.808,4.17
5023,"hasil war dari tgl 28 feb, belum nyoba sih tapi semoga cocok","hasil war dari tgl 28 feb, belum nyoba sih tapi semoga cocok",,Fake,Nan,0.813,4.27
5027,"paket sudah diterima dlm keadaan baik,semoga serum nya emang bener2 bagus ya, krn selalu hbs terus... penasaran pengen nyoba semoga cocok. makasih 🙏","paket sudah diterima dlm keadaan baik,semoga serum nya emang bener2 bagus ya, krn selalu hbs terus... penasaran pengen nyoba semoga cocok. makasih 🙏",,Fake,Nan,0.802,4.03
5028,produk original🙏 packing nya rapih,produk original🙏 packing nya rapih,,Fake,Nan,0.813,4.25
5036,"akhirnya dapet juga setelah sekian lama ngewar ga dapet². baru pertama kali mau nyoba semoga cocok di kulit sensitif, berminyak dan berjerawatku iniii. udah capee banget...","akhirnya dapet juga setelah sekian lama ngewar ga dapet². baru pertama kali mau nyoba semoga cocok di kulit sensitif, berminyak dan berjerawatku iniii. udah capee banget...",,Fake,Nan,0.804,4.08
5039,"barang sampai dengan aman dan rapih tidak ada kerusakan, sesuai pesanan belom coba semoga cocok terimakasih 👍🏻🙂","barang sampai dengan aman dan rapih tidak ada kerusakan, sesuai pesanan belom coba semoga cocok terimakasih 👍🏻🙂",,Fake,Nan,0.805,4.1
5046,aku kasih bintang 5 karna suka sama packagingya. untuk hasil belum tau karna belum di coba. semoga cocok ya allah 🤲,aku kasih bintang 5 karna suka sama packagingya. untuk hasil belum tau karna belum di coba. semoga cocok ya allah 🤲,,Fake,Nan,0.817,4.35
5047,"pengiriman cepat, baru mau coba.semoga cocok. nanti klo cocok bisa buat langganan dan sekalian promosikan sama temen temen di kantor","pengiriman cepat, baru mau coba.semoga cocok. nanti klo cocok bisa buat langganan dan sekalian promosikan sama temen temen di kantor",,Fake,Nan,0.814,4.28
5063,"prtama xnya ikut war , semoga cocok dengan kulit wajahku","prtama xnya ikut war , semoga cocok dengan kulit wajahku",,Fake,Nan,0.805,4.11
5066,baru pertama coba langsung co 4 botol semoga cocok dan ada hasilnya nanti bakal repeat order lagi,baru pertama coba langsung co 4 botol semoga cocok dan ada hasilnya nanti bakal repeat order lagi,,Fake,Nan,0.8,3.99
5070,alhamdulillah paket dah nyampe dan semoga cocok krn tuk dapatnya juga gk gampang harus sabar coba dan sll mencoba dan akhirnya dapat juga🥰🥰🥰🥰,alhamdulillah paket dah nyampe dan semoga cocok krn tuk dapatnya juga gk gampang harus sabar coba dan sll mencoba dan akhirnya dapat juga🥰🥰🥰🥰,,Fake,Nan,0.811,4.22
5075,"susah banget dapetin serum nyaaa, semoga cocok terimakasih","susah banget dapetin serum nyaaa, semoga cocok terimakasih",,Fake,Nan,0.803,4.07
5080,alhamdulillah akhirnya dapet juga hasil warnya🤩 belum dicoba ke muka sih tapi semoga cocok yaa,alhamdulillah akhirnya dapet juga hasil warnya🤩 belum dicoba ke muka sih tapi semoga cocok yaa,,Fake,Nan,0.831,4.61
5087,"barang mendarat dg aman,sesuai pesanan,semoga cocok","barang mendarat dg aman,sesuai pesanan,semoga cocok",,Fake,Nan,0.811,4.21
5088,"karna overload jadi pengiriman lama, tapi gapapa sih yg penting barang aman, semoga cocokkk💅🏻","karna overload jadi pengiriman lama, tapi gapapa sih yg penting barang aman, semoga cocokkk💅🏻",,Fake,Nan,0.807,4.14
5092,"paket nya sudah sampe belum dicoba semoga cocok yaa jadi langganan, packaging nya lucu suka makasih seller sukses selalu🥰🤗🙏🏻","paket nya sudah sampe belum dicoba semoga cocok yaa jadi langganan, packaging nya lucu suka makasih seller sukses selalu🥰🤗🙏🏻",,Fake,Nan,0.816,4.32
5095,cepet sampai nya semoga cocok dan kliatan hasilnya😌,cepet sampai nya semoga cocok dan kliatan hasilnya😌,,Fake,Nan,0.813,4.25
5099,akhirnyaaa yang di tunggu2 datang jugaa udah lama banget nyari yg goib ini 😅 akhirnya kemarin ready stok langsung dong co ini pembelian pertama semoga cocok di kulit kus...,akhirnyaaa yang di tunggu2 datang jugaa udah lama banget nyari yg goib ini 😅 akhirnya kemarin ready stok langsung dong co ini pembelian pertama semoga cocok di kulit kus...,,Fake,Nan,0.808,4.17
5101,pengiriman agak lama tpi semoga cocok buat pie pih,pengiriman agak lama tpi semoga cocok buat pie pih,,Fake,Nan,0.811,4.22
5103,"baru pertama kali coba, bismillah semoga cocok untuk menghilangkan bekas jerawat","baru pertama kali coba, bismillah semoga cocok untuk menghilangkan bekas jerawat",,Fake,Nan,0.798,3.96
5115,"mantap jasa, semoga cocok di kulit ku tararengkyuuu","mantap jasa, semoga cocok di kulit ku tararengkyuuu",,Fake,Nan,0.807,4.15
5127,"baru mau coba, semoga cocok dan bisa order lagi","baru mau coba, semoga cocok dan bisa order lagi",,Fake,Nan,0.817,4.34
5128,"ahirnyaaa dapet jugaa serum gaib ini, semoga cocok yaa, blm dicoba","ahirnyaaa dapet jugaa serum gaib ini, semoga cocok yaa, blm dicoba",,Fake,Nan,0.807,4.15
5132,"pertama kali beli,semoga cocok di wajah saya.kalau cocok pasti akan berlangganan.","pertama kali beli,semoga cocok di wajah saya.kalau cocok pasti akan berlangganan.",,Fake,Nan,0.793,3.86
5142,akhirnya dapet jg serumnya semoga cocok,akhirnya dapet jg serumnya semoga cocok,,Fake,Nan,0.803,4.05
5143,pertama kali beli.. karena banyak yang bilang bagus.. semoga cocok..,pertama kali beli.. karena banyak yang bilang bagus.. semoga cocok..,,Fake,Nan,0.799,3.98
5147,paket sampai dengan baik. ini pembelian pertama. semoga cocok dengan permasalahan di kulit wajah ku.,paket sampai dengan baik. ini pembelian pertama. semoga cocok dengan permasalahan di kulit wajah ku.,,Fake,Nan,0.798,3.95
5148,"akhirnya kedapetan serum ghoib ini, belum sempet coba tapi semoga cocok","akhirnya kedapetan serum ghoib ini, belum sempet coba tapi semoga cocok",,Fake,Nan,0.814,4.28
5149,terimakasih kak serum aboveboard nya udah nyampe semoga cocok disaya dan komedo sama jerawat yg membandel terhempas,terimakasih kak serum aboveboard nya udah nyampe semoga cocok disaya dan komedo sama jerawat yg membandel terhempas,,Fake,Nan,0.799,3.98
5154,dapet juga serum nya cuyyy. semoga cocok.,dapet juga serum nya cuyyy. semoga cocok.,,Fake,Nan,0.804,4.07
5155,ini udh yg kedua kalinya sih co si serum ini 🥰 semoga cocok deh di aku and barangnya juga cepat banget sampe nya 👍🏻,ini udh yg kedua kalinya sih co si serum ini 🥰 semoga cocok deh di aku and barangnya juga cepat banget sampe nya 👍🏻,,Fake,Nan,0.803,4.06
5159,bahan: top cer manfaat produk: untuk menghilangkan bekas jerawat dan mencerahkan jenis kulit: dry to normal produk original alhamdulillah sampai rumah dengan selamat dan...,bahan: top cer manfaat produk: untuk menghilangkan bekas jerawat dan mencerahkan jenis kulit: dry to normal produk original alhamdulillah sampai rumah dengan selamat dan...,,Fake,Nan,0.761,3.22
5168,baru sampai belum di coba dn baru pertama kali beli semoga cocok biar next nge war lagi. terimakasih,baru sampai belum di coba dn baru pertama kali beli semoga cocok biar next nge war lagi. terimakasih,,Fake,Nan,0.809,4.17
5173,"baru pertamakali mencoba serum ini semoga cocok, karena dapetinnya susah sekali, sering tidak lebagian","baru pertamakali mencoba serum ini semoga cocok, karena dapetinnya susah sekali, sering tidak lebagian",,Fake,Nan,0.801,4.02
5174,"di packing serapi itu dan bubble wrapnya tebel. dalemnya pun masih dikasih bubble wrap lagi. pertama nge war dan coba above, semoga cocok","di packing serapi itu dan bubble wrapnya tebel. dalemnya pun masih dikasih bubble wrap lagi. pertama nge war dan coba above, semoga cocok",,Fake,Nan,0.797,3.94
5179,"bagus banget hasilnya baru 8 hari pemakaian pemakaian tgl 20 november foto yang satu 28 nov banyak perubahan kalau bagi aku, wajah berkurang jerawatnya padahal jerawat ho...","bagus banget hasilnya baru 8 hari pemakaian pemakaian tgl 20 november foto yang satu 28 nov banyak perubahan kalau bagi aku, wajah berkurang jerawatnya padahal jerawat ho...",,Real,Nan,0.8,2.0
5181,"paket ori, kemasan baik, aman pakai bubblewarp... thk seller... semoga cocok di wajah dan bisa order lagi🙏","paket ori, kemasan baik, aman pakai bubblewarp... thk seller... semoga cocok di wajah dan bisa order lagi🙏",,Fake,Nan,0.81,4.21
5183,manfaat produk: menyamarkan bekas jerawat pertama kali mau coba serum ini semoga cocok dan beneran bisa menghilang bekas” jerawatnya untuk exp aman masih lama👍🏻,manfaat produk: menyamarkan bekas jerawat pertama kali mau coba serum ini semoga cocok dan beneran bisa menghilang bekas” jerawatnya untuk exp aman masih lama👍🏻,,Fake,Nan,0.804,4.08
5185,"awalnya coba beli 2,setelah pemakaian rutin ternyata flek di wajahku berkurang, sering ketinggalan nge war, akhrnya pemakaian gk rutin karna sisa setengah botol, dan alha...","awalnya coba beli 2,setelah pemakaian rutin ternyata flek di wajahku berkurang, sering ketinggalan nge war, akhrnya pemakaian gk rutin karna sisa setengah botol, dan alha...",,Real,Nan,0.8,2.0
5190,"finally ini sampe juga packingnya aman, exp masih lama, cuman baunya agak kurang ya wkwk terus teksturnya tuh agak kaya lendir mirip snail mucin, penggunaan 3 minggu lebi...","finally ini sampe juga packingnya aman, exp masih lama, cuman baunya agak kurang ya wkwk terus teksturnya tuh agak kaya lendir mirip snail mucin, penggunaan 3 minggu lebi...",,Real,Nan,0.8,2.0
5191,"serum goib,hasil nge war kemarin 😂 baru mau nyoba skincare nya pak dosen semoga cocok, dan bekas jerawat kehitaman ini semoga bisa perlahan hilang 😁 serumnya enak dipak...","serum goib,hasil nge war kemarin 😂 baru mau nyoba skincare nya pak dosen semoga cocok, dan bekas jerawat kehitaman ini semoga bisa perlahan hilang 😁 serumnya enak dipak...",,Fake,Nan,0.794,3.88
