id,original_text,rating,helpful,text,decision,confidence,suspicion_score,key_features,llm_contribution
458,"first time beli, semoga cocokk",5,0,"first time beli, semoga cocokk",Fake,0.841,4.82,"{'contradiction': 1, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 5}",0.274
459,"udah paket keberap ini sudah,best pokonya produk g2g😍",5,0,"udah paket keberap ini sudah,best pokonya produk g2g😍",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 8}",0.0
460,cocok pake 2g2 ini pembelian yg kedua moga aja tmbh cocok dan glowing,5,0,cocok pake 2g2 ini pembelian yg kedua moga aja tmbh cocok dan glowing,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 13}",0.0
461,terimakasih paketnya sudah sy terima dengan lengkap dan aman proses pengirimannya juga cepat👍,5,0,terimakasih paketnya sudah sy terima dengan lengkap dan aman proses pengirimannya juga cepat👍,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 13}",0.0
462,"sesuai dngn pesanan, semoga cocok dan ad perubahan 😊",5,0,"sesuai dngn pesanan, semoga cocok dan ad perubahan 😊",Fake,0.813,4.25,"{'contradiction': 1, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 9}",0.418
463,gx nyangka dg hrga yg murah bs dpt 1 paket,4,0,gx nyangka dg hrga yg murah bs dpt 1 paket,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 10}",0.0
464,"barang sudah baru nyampe, pdhal di keterangan sudah kemarin nyampenya",4,0,"barang sudah baru nyampe, pdhal di keterangan sudah kemarin nyampenya",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 10}",0.0
465,mantap sesuai pesanan udh dicoba juga cocok pokoknya🤩,5,0,mantap sesuai pesanan udh dicoba juga cocok pokoknya🤩,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 8}",0.0
466,"pokoknya dah jadi langganan kalo abis pasti co nya di sini karna gak pernah mengecewakan juga akun g2g asli, timaaciiiiii sellerrrr dan kurirrr🥰🥰🥰🥰",5,0,pokoknya dah jadi langganan kalo abis pasti co nya di sini karna gak pernah mengecewakan juga akun g...,Fake,0.95,11.81,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 1, 'gibberish_spam': 1, 'word_count': 23}",0.269
467,udh abis 3pket g2g emang seenak itu dpkenya,5,0,udh abis 3pket g2g emang seenak itu dpkenya,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 8}",0.0
468,alhamdulilah pesenan udah diterima sesuwey dengan yang diposting,5,0,alhamdulilah pesenan udah diterima sesuwey dengan yang diposting,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 8}",0.0
469,sampai nya cepat banget peking ngan nya juga rapih,5,0,sampai nya cepat banget peking ngan nya juga rapih,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 9}",0.0
470,alhamdulillah semenjak pakai produk ini wajah kusam ku cerahan dan flek memudar,5,0,alhamdulillah semenjak pakai produk ini wajah kusam ku cerahan dan flek memudar,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 12}",0.0
471,alhamdulillah paket sudah datang sesuai pesanan buat anakku,5,0,alhamdulillah paket sudah datang sesuai pesanan buat anakku,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 8}",0.0
472,facial wash isi ny cuma setengahhhh tempat nya aja yang gedeeeee,4,0,facial wash isi ny cuma setengahhhh tempat nya aja yang gedeeeee,Fake,0.903,6.06,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 1, 'word_count': 11}",0.354
473,amanah cepat pengiriman jg sudah langganan,5,0,amanah cepat pengiriman jg sudah langganan,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 6}",0.0
474,"produk g2g emang ok, sdh hbis 2 paket alhmdulillah cocok next beli lgi",5,0,"produk g2g emang ok, sdh hbis 2 paket alhmdulillah cocok next beli lgi",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 13}",0.0
475,"mantep banget produknya,,cocok diwajah istriku❤️❤️",5,0,"mantep banget produknya,,cocok diwajah istriku❤️❤️",Real,0.9,1.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 5}",0.0
476,cakkep sih dteng jg pas la..sayang ga dpt pouch,3,0,cakkep sih dteng jg pas la..sayang ga dpt pouch,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 9}",0.0
477,"baru pertama kali pakek, smgoa cocok di mukaku",5,0,"baru pertama kali pakek, smgoa cocok di mukaku",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 8}",0.0
478,sip mantap dah pngrmnya cepat hanya dua hri,5,0,sip mantap dah pngrmnya cepat hanya dua hri,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 8}",0.0
479,"allhammdulillah sampai dengan aman dan sesuai 🥰🥰, terima kasih seller 🙏🏻🙏🏻",5,0,"allhammdulillah sampai dengan aman dan sesuai 🥰🥰, terima kasih seller 🙏🏻🙏🏻",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 1, 'gibberish_spam': 0, 'word_count': 11}",0.0
480,bahan: lembut cpat mnyarap jga smga cocok nex order lg 👍👍👍,5,0,bahan: lembut cpat mnyarap jga smga cocok nex order lg 👍👍👍,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 1, 'gibberish_spam': 0, 'word_count': 11}",0.0
481,"gk tau udh yg keberapa kali pesen, pokoknya pasti jadi langganan karena cocok bgt di kulit saya",5,0,"gk tau udh yg keberapa kali pesen, pokoknya pasti jadi langganan karena cocok bgt di kulit saya",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 17}",0.0
482,"blom di coba,semoga cocok untuk cowok ku...🙏",5,0,"blom di coba,semoga cocok untuk cowok ku...🙏",Fake,0.806,4.12,"{'contradiction': 1, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 7}",0.372
483,bagus untuk kulit saya skin type: berminyak,5,0,bagus untuk kulit saya skin type: berminyak,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 7}",0.0
484,"barang nya udah nyampe pekingan nya aman, oke lah",5,0,"barang nya udah nyampe pekingan nya aman, oke lah",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 9}",0.0
485,"mf baru kasih ulasan nang datang sesuai pesanan pengemasan rapi pokoknya puas dg seller, kurir baik sudah langganan",5,0,"mf baru kasih ulasan nang datang sesuai pesanan pengemasan rapi pokoknya puas dg seller, kurir baik ...",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 18}",0.0
486,"impian aku dan suami ku tu pengen punya training bentuk joger,ada kantong besar kanan kiri biar bisa ngantongin duit dan hp jadi tangan ga ribet sekaligus bahan yg adem ....",5,0,"impian aku dan suami ku tu pengen punya training bentuk joger,ada kantong besar kanan kiri biar bisa...",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 30}",0.0
487,"sesuai pesanan, warna sesuai kurir langganan, pengiriman cepat buat jahitan oke bgt dijahit rapi dan diobras juga tapi buat kain menurut ku lumayan tipis sih, tapi sesuai...",5,1,"sesuai pesanan, warna sesuai kurir langganan, pengiriman cepat buat jahitan oke bgt dijahit rapi dan...",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 27}",0.0
488,"alhamdulillah pesenannya sudah sampai, tokonya sangat amanah & fast respon. bahannya juga adem, enak di pakai untuk kegiatan joging atau nongkrong ada sletingnya juga...",5,0,"alhamdulillah pesenannya sudah sampai, tokonya sangat amanah & fast respon. bahannya juga adem, enak...",Real,0.85,1.5,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 24}",0.0
489,"barusan dateng tadi pagi, ternyata bahannya bagus guys, nyaman di pakai untuk sehari-hari, ukurannya juga pas dipakai, suka bangett",4,0,"barusan dateng tadi pagi, ternyata bahannya bagus guys, nyaman di pakai untuk sehari-hari, ukurannya...",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 19}",0.0
490,bentuk dan ukuran: bentuk dan ukuran pas.pas di pakai pas di kantong bahan: bagus jahitan rapi.pecikingan rapi warna: sesuai yg di gambar.4 pics.,5,0,bentuk dan ukuran: bentuk dan ukuran pas.pas di pakai pas di kantong bahan: bagus jahitan rapi.pecik...,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 23}",0.0
491,bentuk dan ukuran: xl bahan: tidak tipis dan tidak tebal warna: hitam dan abu muda alhamdulillah barang sesuai dan pengiriman cepat...sangat worth it dengan harga segitu,5,0,bentuk dan ukuran: xl bahan: tidak tipis dan tidak tebal warna: hitam dan abu muda alhamdulillah bar...,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 26}",0.0
492,alhamdulillah kk barang dan pketn sya udh mendarat sesuai dengan kebutuhan dan keinginan serta bahan bagus tebal dan berkualitas bgus bgt ok bgt dan tokonya amanah bgt in...,5,0,alhamdulillah kk barang dan pketn sya udh mendarat sesuai dengan kebutuhan dan keinginan serta bahan...,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 28}",0.0
493,alhamdulillah paket selana sesuai pesanan. makasih ya ka.bagus celananya. anak badannya boros banget. ambil xl muat longgar,5,0,alhamdulillah paket selana sesuai pesanan. makasih ya ka.bagus celananya. anak badannya boros banget...,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 17}",0.0
494,"kiriman sesuai, bahan bagus warna: ok semoga pas dipakai anakku. terima kasih seller sukses selalu",5,0,"kiriman sesuai, bahan bagus warna: ok semoga pas dipakai anakku. terima kasih seller sukses selalu",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 15}",0.0
495,alhamdulillah paket sdh sampai bentuk dan ukuran: uk. ternyata kekecilan buat aku pdhal sdh sesuai panduan bahan: lumayanlah dengan harga segitu dapat 2 warna: sesuai den...,5,0,alhamdulillah paket sdh sampai bentuk dan ukuran: uk. ternyata kekecilan buat aku pdhal sdh sesuai p...,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 26}",0.0
496,pesan sudah sampai dlm kondisi baik dan waktu yg cepat. terimakasih,5,0,pesan sudah sampai dlm kondisi baik dan waktu yg cepat. terimakasih,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 11}",0.0
497,"barang sudah sampai sesuai pesanan trimakasih, yg hitam tipis banget kainnya sesuai harga jg. 🙏",4,0,"barang sudah sampai sesuai pesanan trimakasih, yg hitam tipis banget kainnya sesuai harga jg. 🙏",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 15}",0.0
498,"alhamdulillah, paket sdh sampai ,semoga bermanfaat dan nyaman, awet dipakai, cuma tdk sesuai yg ditawarkan",5,0,"alhamdulillah, paket sdh sampai ,semoga bermanfaat dan nyaman, awet dipakai, cuma tdk sesuai yg dita...",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 15}",0.0
499,secara keseluruhan ok. cm ada cacat ada yg ga kejahit,4,0,secara keseluruhan ok. cm ada cacat ada yg ga kejahit,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 10}",0.0
500,"sangat kecewa , tdk sesuai sama yg di foto , barang tipis banget , bisa di kembalikan apa gmn 🙏 penilaian kurang bagus produknya",1,0,"sangat kecewa , tdk sesuai sama yg di foto , barang tipis banget , bisa di kembalikan apa gmn 🙏 peni...",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 24}",0.0
501,bahanya panas terus kantongnya ga tau dari kain bekas apaan panas polllll,1,0,bahanya panas terus kantongnya ga tau dari kain bekas apaan panas polllll,Fake,0.914,6.28,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 1, 'word_count': 12}",0.428
502,"terkutuklah engkau dan keluargamu dan seisi rumahmu, juga yg terlibat dalam penjualan ini, sampai ke empat keturunanmu, akan mengalami bencana dari sekarang sampai selama...",1,0,"terkutuklah engkau dan keluargamu dan seisi rumahmu, juga yg terlibat dalam penjualan ini, sampai ke...",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 24}",0.0
503,celananya sdh empat dengan selamat dan semoga barang sesuai dengan yg d harap kan. sebelumnya sya ucapkan terimakasih boss🙏🙏🙏,4,0,celananya sdh empat dengan selamat dan semoga barang sesuai dengan yg d harap kan. sebelumnya sya uc...,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 1, 'gibberish_spam': 0, 'word_count': 19}",0.0
504,barang nya tidak sesuai sma iklan .pas sampe jauh beda .bener2 kecewa,1,0,barang nya tidak sesuai sma iklan .pas sampe jauh beda .bener2 kecewa,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 12}",0.0
505,bentuk dan ukuran: pas bahan: nyaman dan lumayan tebal warna: bagus bahan bagus lumayan tebal sesuai harga,5,0,bentuk dan ukuran: pas bahan: nyaman dan lumayan tebal warna: bagus bahan bagus lumayan tebal sesuai...,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 17}",0.0
506,bentuk dan ukuran: sesuai bahan: bahan nyaman dan adem dipakai,5,0,bentuk dan ukuran: sesuai bahan: bahan nyaman dan adem dipakai,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 10}",0.0
507,"barang telah diterima dengan baik. masalah bahan tipis okelah sesuai harga. hanya saja kedepan mohon jahitan kantong diperbaiki agar jangan brudul begini,karena tentunya...",4,0,barang telah diterima dengan baik. masalah bahan tipis okelah sesuai harga. hanya saja kedepan mohon...,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 23}",0.0
508,pesanan sudah sampai dan diterima dengan baik. barang realpict. bahan nyaman dipakai. ukuran pas. recomended banget. terima kasih seller,5,0,pesanan sudah sampai dan diterima dengan baik. barang realpict. bahan nyaman dipakai. ukuran pas. re...,Real,0.726,2.74,"{'contradiction': 0, 'template_language': 1, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 19}",0.247
509,paket sudah sampai barang ok sesuai dengan pesanan pengiriman cepat sesuai dengan estimasi waktu yang dijanjikan terimakasih seller toped dan abang kurir langgananku bent...,4,0,paket sudah sampai barang ok sesuai dengan pesanan pengiriman cepat sesuai dengan estimasi waktu yan...,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 24}",0.0
510,bentuk dan ukuran: sesuai dengan pesanan bahan: lumayan tebal n nyaman warna: sesuai pesanan,5,0,bentuk dan ukuran: sesuai dengan pesanan bahan: lumayan tebal n nyaman warna: sesuai pesanan,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 14}",0.0
511,alhamdulilah barang nya udah nyampe🤲pengiriman nya cepet bahan: bagus🥰 bentuk dan ukuran: ukuran nya pas👍,5,0,alhamdulilah barang nya udah nyampe🤲pengiriman nya cepet bahan: bagus🥰 bentuk dan ukuran: ukuran nya...,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 15}",0.0
512,"bahannya adem,ga tebal ga jg terawang.enak makenya..karet nya jg bagus",5,0,"bahannya adem,ga tebal ga jg terawang.enak makenya..karet nya jg bagus",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 10}",0.0
513,alhamdulillah paket ny sudah sampai..tpi ini ini trening y 😁 tpi gpp bahan ny lembut di pegang ny semoga awet ga gampang bolong/ sobek trima kasih buat smua,5,0,alhamdulillah paket ny sudah sampai..tpi ini ini trening y 😁 tpi gpp bahan ny lembut di pegang ny se...,Fake,0.814,4.28,"{'contradiction': 1, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 28}",0.428
514,"barang sih dah bagus sesuai dgn permintaan tpi bahan sepertinya bahan kaos agak tipis sedikit nerawang klw di gembrengin , pas di coba pas bnget longgar nga sempit nga ba...",5,0,barang sih dah bagus sesuai dgn permintaan tpi bahan sepertinya bahan kaos agak tipis sedikit nerawa...,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 30}",0.0
515,"orderan dah smp, respon penjual cepat.. pengiriman juga cepat.. bahan lumayan baguslah, sayangnya dipake sama suami aku cungklang/ngatung tinggi suami aku 173, malah muat...",5,0,"orderan dah smp, respon penjual cepat.. pengiriman juga cepat.. bahan lumayan baguslah, sayangnya di...",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 24}",0.0
516,"bagusss, bahannya lembut.",5,0,"bagusss, bahannya lembut.",Real,0.9,1.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 3}",0.0
517,"lembut, pas, nyaman di pakai, pengiriman cepat, tidak ada cacat sama sekali pokoknya besss🥰",5,1,"lembut, pas, nyaman di pakai, pengiriman cepat, tidak ada cacat sama sekali pokoknya besss🥰",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 14}",0.0
518,bahan bagus sih tp jaitanya ringkih baru di coba aja bagian selakangan sudah nerawang jaitanya 🤦 jd mon maaf saya cuma kasih bintang 4,4,0,bahan bagus sih tp jaitanya ringkih baru di coba aja bagian selakangan sudah nerawang jaitanya 🤦 jd ...,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 24}",0.0
519,paket sdah datng..barang sesuai gambar..gk tipis juga gk tebal..,4,0,paket sdah datng..barang sesuai gambar..gk tipis juga gk tebal..,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 9}",0.0
520,celana uk jumbo tapi kok gak muat utk bb 80 kg untuk punya anak gadis yg bb nya 60 jadi bisa kepakai sangat disayangkan gak rekomendet banget😭,4,0,celana uk jumbo tapi kok gak muat utk bb 80 kg untuk punya anak gadis yg bb nya 60 jadi bisa kepakai...,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 27}",0.0
521,bahan: halus gk tebal tp juga gk trllu tipis.jrga segitu dpt 2 murah lah menurutku 👍🏼 warna: sesuai yg di foto. maaf bru sempat ngsih ulsan 😂 saran klo ut pria sbiknya...,5,0,bahan: halus gk tebal tp juga gk trllu tipis.jrga segitu dpt 2 murah lah menurutku 👍🏼 warna: sesuai ...,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 32}",0.0
522,makasih ya kak paketan nya sudah sampai tp bahan nya agak tipis ya,4,0,makasih ya kak paketan nya sudah sampai tp bahan nya agak tipis ya,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 13}",0.0
523,alhamdulilah udah nyampek paketan ku bentuk dan ukuran: ok pas bahan: halus dan adem warna: sesuai pesen terimakasih untuk tiktok &diseller buat tokohnya amanah,5,0,alhamdulilah udah nyampek paketan ku bentuk dan ukuran: ok pas bahan: halus dan adem warna: sesuai p...,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 24}",0.0
524,bentuk dan ukuran: sesuai pesanan bahan: bagus warna: sesuai pesanan,5,0,bentuk dan ukuran: sesuai pesanan bahan: bagus warna: sesuai pesanan,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 10}",0.0
525,bentuk dan ukuran: sesuai bahan: ok warna: sip karakteristik: mantab,5,0,bentuk dan ukuran: sesuai bahan: ok warna: sip karakteristik: mantab,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 10}",0.0
526,bahana tipis banget baru di pake buat joging trrus sobek di jalan malu maluin asli klao kurir ok,3,0,bahana tipis banget baru di pake buat joging trrus sobek di jalan malu maluin asli klao kurir ok,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 18}",0.0
527,bagus bahan nya adem dan lumayan lah dengan harga segitu jahitan nya kokoh,5,0,bagus bahan nya adem dan lumayan lah dengan harga segitu jahitan nya kokoh,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 13}",0.0
528,"pengiriman cepat, produk sesuai, packing rapih, bahan tipis, kasar",3,0,"pengiriman cepat, produk sesuai, packing rapih, bahan tipis, kasar",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 9}",0.0
529,bsgus dengan harga segitu ...gk tebel gk tipis jg ..,5,0,bsgus dengan harga segitu ...gk tebel gk tipis jg ..,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 10}",0.0
530,alhamdulillah paketnya sudah datang bahannya bagus transparan kurang penasaran aku coba mata saya di tutup dgn dua lapis bahan trainingnya ternyata masih bisa melihat je...,3,0,alhamdulillah paketnya sudah datang bahannya bagus transparan kurang penasaran aku coba mata saya di...,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 25}",0.0
531,"aseekk pesanann dahh mendaratt dengann amaann, ukurann pass banget, bahann lumayann tebell, saku juga ada resletingnya jadi ga takut jatuh/hilang, jahitan menurut aku kur...",5,0,"aseekk pesanann dahh mendaratt dengann amaann, ukurann pass banget, bahann lumayann tebell, saku jug...",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 24}",0.0
532,alhamdulillah...barang bagus halus lembut suka banget,5,0,alhamdulillah...barang bagus halus lembut suka banget,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 6}",0.0
533,mantap bahannya adem dan enak di pakai warna juga cakep next mau order lagi,5,0,mantap bahannya adem dan enak di pakai warna juga cakep next mau order lagi,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 14}",0.0
534,sudah sampai lumayan adem bahan nya cocok di pakai untuk santai,5,0,sudah sampai lumayan adem bahan nya cocok di pakai untuk santai,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 11}",0.0
535,"paketku sdh dtg, suka dan sellernya amanah bentuk dan ukuran: sesuai",5,0,"paketku sdh dtg, suka dan sellernya amanah bentuk dan ukuran: sesuai",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 11}",0.0
536,"barang datang, bagus tebal kainya, cuma warnanya hitam navy, yg datang navi abu""..🙆",5,0,"barang datang, bagus tebal kainya, cuma warnanya hitam navy, yg datang navi abu""..🙆",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 13}",0.0
537,sudah sampai bagus celananya..bahannya juga lembut..suka pokoknya..👍,5,0,sudah sampai bagus celananya..bahannya juga lembut..suka pokoknya..👍,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 7}",0.0
538,"alhamdulillah pesanan dah sampai, bagus dgn harga segitu gk keliatan murahan tromakadih seller dan trimakasih jg mas kurir semangat",5,0,"alhamdulillah pesanan dah sampai, bagus dgn harga segitu gk keliatan murahan tromakadih seller dan t...",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 19}",0.0
539,"alhamdulillah udh sampai dengan aman,kainnya lumayan tebal dn adem,celananya bagus dn nyaman d pakek,recom banged,thanks seller dn kurir sukses selalu",5,0,"alhamdulillah udh sampai dengan aman,kainnya lumayan tebal dn adem,celananya bagus dn nyaman d pakek...",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 20}",0.0
540,"barang sdh datang sesuai pesanan, ukuran nya jg pas, terima kasih",5,0,"barang sdh datang sesuai pesanan, ukuran nya jg pas, terima kasih",Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 11}",0.0
541,bahan: lumayan tebel warna: sesuai pesanan,5,0,bahan: lumayan tebel warna: sesuai pesanan,Real,1.0,0.0,"{'contradiction': 0, 'template_language': 0, 'excessive_emotion': 0, 'gibberish_spam': 0, 'word_count': 6}",0.0
